,Name,link,Year,Age,Team,League,Position,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
3959,Jay Taylor,tayloja01,1989-90,22,NJN,NBA,SG,17,114,9.5,.456,.250,.173,4.4,6.0,5.1,7.1,2.1,1.6,15.2,23.2,,-0.2,0.1,-0.1,-0.028,,-4.1,-2.0,-6.1,-0.1
3960,Jeff Taylor,tayloje01,1982-83,23,HOU,NBA,SG,44,774,7.9,.438,.006,.288,3.3,7.8,5.4,18.6,2.4,1.1,25.0,12.4,,-0.6,0.5,-0.2,-0.011,,-4.4,0.4,-4.0,-0.4
3961,Jeff Taylor,tayloje03,2012-13,23,CHA,NBA,SF,77,1507,10.3,.531,.386,.258,3.8,7.7,5.7,7.0,1.6,0.8,9.7,14.9,,1.2,0.0,1.2,.039,,-0.9,-2.4,-3.3,-0.5
3962,Jermaine Taylor,tayloje02,2009-10,23,HOU,NBA,SG,31,303,11.4,.460,.185,.387,7.7,9.8,8.7,8.4,1.7,0.7,12.0,23.1,,-0.1,0.2,0.1,.015,,-3.5,-1.9,-5.5,-0.3
3963,Johnny Taylor,taylojo01,1997-98,23,ORL,NBA,SF,12,108,4.4,.431,.054,.432,4.3,10.0,7.1,1.6,1.5,1.3,15.4,22.1,,-0.2,0.1,-0.1,-0.032,,-7.3,-2.6,-10.0,-0.2
3964,Leonard Taylor,taylole01,1989-90,23,GSW,NBA,PF,10,37,3.8,.422,.167,2.667,12.1,22.0,17.3,3.1,0.0,0.0,27.7,19.4,,-0.1,0.0,-0.1,-0.097,,-8.3,-4.6,-12.8,-0.1
3965,Maurice Taylor,tayloma01,1997-98,21,LAC,NBA,PF,71,1513,16.1,.521,.001,.361,8.8,13.5,11.1,6.6,1.2,1.8,12.0,26.1,,1.5,0.3,1.8,.057,,-1.6,-3.0,-4.6,-1.0
3966,Mike Taylor,taylomi01,2008-09,23,LAC,NBA,PG,51,771,10.1,.477,.150,.303,3.2,10.0,6.5,22.9,2.4,0.0,19.4,22.2,,-0.9,0.4,-0.4,-0.028,,-3.8,-1.7,-5.5,-0.7
3967,Oliver Taylor,taylool01,1970-71,23,NYA,ABA,SG,80,1617,12.6,.562,.024,.558,,,9.3,12.2,,,20.8,18.3,,2.9,0.9,3.9,.115,,,,,
3969,Tyshawn Taylor,tayloty01,2012-13,22,BRK,NBA,PG,38,221,6.2,.430,.149,.310,1.1,8.6,4.8,15.9,3.2,0.0,20.2,25.8,,-0.6,0.2,-0.4,-0.077,,-6.3,-1.4,-7.7,-0.3
3970,Vince Taylor,taylovi01,1982-83,22,NYK,NBA,SG,31,321,7.6,.409,.000,.314,6.9,6.3,6.6,18.0,3.1,0.4,20.5,19.4,,-0.5,0.5,0.1,.009,,-3.8,1.3,-2.5,0.0
3971,Terry Teagle,teaglte01,1982-83,22,HOU,NBA,SG,73,1708,10.3,.458,.037,.161,4.4,8.0,6.1,13.5,1.5,0.6,14.2,22.7,,-1.4,0.6,-0.8,-0.022,,-2.7,-1.8,-4.5,-1.1
3972,Jeff Teague,teaguje01,2009-10,21,ATL,NBA,PG,71,719,11.0,.459,.141,.216,0.8,10.2,5.4,25.1,2.5,1.2,16.7,19.1,,-0.2,0.8,0.6,.042,,-3.5,-0.7,-4.2,-0.4
3973,Marquis Teague,teaguma01,2012-13,19,CHI,NBA,PG,48,392,6.0,.412,.204,.142,0.9,12.1,6.4,25.6,1.2,1.3,22.6,18.2,,-0.7,0.4,-0.3,-0.031,,-6.3,-1.0,-7.3,-0.5
3974,Mirza Teletovic,teletmi01,2012-13,27,BRK,NBA,PF,53,499,12.3,.495,.584,.059,7.8,14.8,11.2,7.7,1.4,1.2,9.5,19.4,,0.5,0.5,0.9,.087,,0.4,-1.6,-1.1,0.1
3975,Sebastian Telfair,telfase01,2004-05,19,POR,NBA,PG,68,1330,9.7,.471,.160,.309,0.9,7.8,4.5,27.8,1.4,0.2,20.4,21.2,,-0.9,0.5,-0.4,-0.013,,-3.6,-3.1,-6.7,-1.6
3976,Collis Temple,templco01,1974-75,22,SAA,ABA,SF,24,102,12.9,.463,.024,.244,13.8,16.4,15.1,19.2,1.8,2.1,20.9,22.0,,0.0,0.1,0.1,.067,,-0.9,0.7,-0.2,0.0
3977,Garrett Temple,templga01,2009-10,23,TOT,NBA,SG,27,334,10.5,.553,.366,.495,2.1,8.8,5.4,9.6,2.0,1.3,18.0,20.3,,0.0,0.4,0.4,.057,,-2.3,-0.6,-2.9,-0.1
3978,Milos Teodosic,teodomi01,2017-18,30,LAC,NBA,PG,45,1134,11.7,.564,.644,.128,1.6,10.5,6.1,26.2,1.0,0.4,20.3,18.2,,0.9,0.5,1.5,.061,,0.7,-2.0,-1.3,0.2
3980,Carlos Terry,terryca01,1980-81,24,WSB,NBA,SG,26,504,13.7,.527,.038,.263,8.9,15.3,12.1,18.8,2.5,1.4,24.2,18.8,,-0.1,0.9,0.8,.074,,-1.0,3.3,2.3,0.6
3981,Chuck Terry,terrych01,1972-73,22,MIL,NBA,SF,67,693,5.0,.368,,.148,,,10.1,6.6,,,,,,-0.9,1.0,0.1,.004,,,,,
3982,Claude Terry,terrycl01,1972-73,23,DNR,ABA,SG,68,667,9.2,.483,.084,.400,6.8,4.7,5.8,13.7,,,17.1,23.3,,0.0,0.8,0.8,.055,,,,,
3983,Jason Terry,terryja01,1999-00,22,ATL,NBA,PG,81,1888,13.9,.497,.262,.233,1.4,8.2,4.8,29.3,2.5,0.3,19.1,19.2,,0.9,0.9,1.9,.047,,-0.1,-1.7,-1.8,0.1
3984,Hasheem Thabeet,thabeha01,2009-10,22,MEM,NBA,C,68,883,12.9,.605,.000,.710,11.2,20.9,16.1,1.7,0.9,7.7,20.0,10.7,,0.8,1.2,2.0,.109,,-2.8,2.4,-0.4,0.4
3987,Daniel Theis,theisda01,2017-18,25,BOS,NBA,C,63,936,16.1,.616,.249,.348,10.7,21.2,16.0,9.1,1.6,4.3,17.2,15.5,,1.6,2.0,3.5,.180,,-0.7,3.5,2.7,1.1
3988,Reggie Theus,theusre01,1978-79,21,CHI,NBA,PG,82,2753,13.3,.526,,.310,3.7,5.4,4.5,22.8,1.6,0.3,19.2,22.9,,1.5,1.7,3.2,.056,,-0.3,-1.6,-1.9,0.1
3989,Peter Thibeaux,thibepe01,1984-85,23,GSW,NBA,SF,51,461,11.7,.515,.010,.344,6.5,10.6,8.4,5.4,1.1,2.1,13.2,22.0,,0.1,0.1,0.3,.027,,-3.0,-2.7,-5.7,-0.4
3991,Justus Thigpen,thigpju01,1969-70,22,PTP,ABA,SG,3,58,0.0,.271,.000,.158,,,5.8,8.3,,,4.7,13.2,,-0.2,0.0,-0.2,-0.142,,,,,
3992,David Thirdkill,thirdda01,1982-83,22,PHO,NBA,SF,49,521,7.5,.475,.041,.459,6.2,8.9,7.6,9.1,1.7,0.4,19.0,19.8,,-0.4,0.7,0.3,.023,,-4.1,-0.8,-4.9,-0.4
3993,Adonis Thomas,thomaad01,2013-14,20,TOT,NBA,SF,6,37,7.3,.485,.357,.071,0.0,9.2,4.6,13.4,0.0,0.0,6.5,18.5,,0.0,0.0,0.0,.001,,-4.0,-5.7,-9.7,-0.1
3994,Billy Thomas,thomabi01,2004-05,29,NJN,NBA,SF,25,356,8.2,.470,.596,.096,2.3,9.9,6.1,8.0,2.1,0.2,8.4,14.1,,0.0,0.4,0.4,.055,,-2.5,-0.7,-3.2,-0.1
3995,Carl Thomas,thomaca01,1991-92,22,SAC,NBA,SG,1,31,6.4,.466,.167,.167,0.0,0.0,0.0,4.7,1.6,0.0,7.2,18.7,,0.0,0.0,0.0,-0.027,,-5.2,-5.4,-10.6,-0.1
3996,Charles Thomas,thomach01,1991-92,22,DET,NBA,SG,36,156,6.1,.417,.333,.294,4.4,11.5,8.0,20.4,1.3,0.4,22.8,21.0,,-0.3,0.2,-0.1,-0.042,,-5.1,-0.9,-6.0,-0.2
3997,Etan Thomas,thomaet01,2001-02,23,WAS,NBA,C,47,618,15.7,.553,.000,.490,10.2,24.0,17.0,1.6,1.5,4.2,12.4,15.6,,0.8,0.9,1.6,.127,,-2.8,-0.1,-2.9,-0.1
3998,Irving Thomas,thomair01,1990-91,25,LAL,NBA,PF,26,108,7.3,.388,.000,.420,15.7,17.5,16.7,13.5,1.9,0.5,18.0,29.1,,-0.3,0.2,-0.1,-0.057,,-5.8,-0.5,-6.3,-0.1
3999,Isaiah Thomas,thomais02,2011-12,22,SAC,NBA,PG,65,1656,17.6,.574,.384,.324,3.0,8.4,5.6,25.6,1.6,0.4,13.9,19.8,,4.2,0.0,4.3,.124,,3.2,-2.7,0.5,1.1
4000,Isiah Thomas,thomais01,1981-82,20,DET,NBA,PG,72,2433,14.5,.487,.055,.402,2.5,7.1,4.7,32.6,2.8,0.4,19.2,25.0,,-0.2,2.5,2.3,.046,,-0.2,-0.9,-1.0,0.6
4001,Jamel Thomas,thomaja01,1999-00,26,TOT,NBA,SF,7,46,9.1,.461,.167,.056,2.2,10.1,5.9,21.9,1.1,0.0,21.3,21.8,,-0.1,0.0,-0.1,-0.065,,-5.1,-3.9,-9.0,-0.1
4002,James Thomas,thomaja02,2004-05,24,TOT,NBA,PF,11,117,14.0,.574,.000,.300,17.3,19.0,18.3,5.4,1.8,2.4,23.6,11.6,,0.1,0.1,0.2,.094,,-1.6,0.6,-1.0,0.0
4003,Jim Thomas,thomaji01,1983-84,23,IND,NBA,SG,72,1219,12.1,.504,.027,.273,5.4,8.1,6.8,14.9,2.3,0.3,13.3,17.6,,0.4,1.2,1.6,.065,,-1.8,-0.2,-2.0,0.0
4005,John Thomas,thomajo02,1997-98,22,TOT,NBA,PF,54,535,9.1,.552,.000,.478,9.7,13.5,11.5,4.9,2.1,1.7,25.2,14.8,,0.0,0.4,0.4,.034,,-4.1,-0.6,-4.7,-0.4
4006,Kenny Thomas,thomake01,1999-00,22,HOU,NBA,PF,72,1797,12.0,.477,.230,.394,9.4,17.7,13.6,9.8,1.5,0.8,15.2,18.0,,0.6,1.6,2.2,.058,,-1.4,-0.1,-1.4,0.3
4007,Kurt Thomas,thomaku01,1995-96,23,MIA,NBA,PF,74,1655,13.5,.533,.004,.325,8.8,21.8,15.5,4.9,1.5,1.7,13.5,19.9,,0.8,3.0,3.8,.110,,-3.1,0.7,-2.4,-0.2
4008,Lance Thomas,thomala01,2011-12,23,NOH,NBA,PF,42,630,10.1,.541,.008,.492,9.4,14.3,11.9,3.0,0.9,0.9,13.5,13.3,,0.7,0.4,1.2,.088,,-2.5,-1.1,-3.6,-0.3
4009,Malcolm Thomas,thomama01,2011-12,23,SAS,NBA,PF,3,15,7.1,.129,.000,.667,7.8,15.0,11.5,8.1,3.4,4.8,0.0,11.8,,0.0,0.0,0.0,-0.028,,-7.1,5.0,-2.1,0.0
4010,Ronald Thomas,thomaro01,1972-73,22,KEN,ABA,PF,31,369,12.5,.483,.015,.311,13.6,16.2,14.9,8.1,,,12.3,18.1,,0.0,0.8,0.8,.103,,,,,
4012,Tim Thomas,thomati01,1997-98,20,PHI,NBA,SF,77,1779,14.9,.538,.250,.338,6.9,11.8,9.3,9.3,1.6,0.7,13.1,22.8,,2.1,1.3,3.4,.091,,0.6,-1.9,-1.3,0.3
4013,Tyrus Thomas,thomaty01,2006-07,20,CHI,NBA,PF,72,966,14.8,.521,.007,.621,10.6,21.1,15.9,6.6,2.4,6.2,20.8,20.9,,-0.4,2.6,2.2,.110,,-4.4,4.5,0.1,0.5
4015,Trey Thompkins,thomptr02,2011-12,21,LAC,NBA,C,24,119,12.0,.445,.213,.115,4.0,20.2,12.0,4.5,1.4,2.1,8.6,27.2,,-0.1,0.1,0.0,.004,,-5.5,-3.3,-8.9,-0.2
4016,Bernard Thompson,thompbe01,1984-85,22,POR,NBA,SF,59,535,9.5,.420,.038,.241,7.8,8.1,8.0,12.4,2.7,1.0,13.0,20.0,,-0.3,0.6,0.2,.022,,-3.2,-0.5,-3.6,-0.2
4017,Billy Thompson,thompbi01,1986-87,23,LAL,NBA,SF,59,762,12.8,.565,.004,.284,10.8,13.9,12.5,10.3,0.9,2.2,17.2,18.9,,0.7,0.9,1.6,.102,,-0.8,-0.2,-1.0,0.2
4018,Brooks Thompson,thompbr01,1994-95,24,ORL,NBA,PG,38,246,10.5,.486,.509,.105,3.4,7.2,5.3,25.5,2.1,0.6,18.5,25.5,,-0.1,0.2,0.1,.022,,-0.9,-3.4,-4.2,-0.1
4019,Corny Thompson,thompco01,1982-83,22,DAL,NBA,PF,44,520,6.0,.388,.000,.336,8.3,16.7,12.4,7.7,1.1,0.7,16.5,14.3,,-0.4,0.3,-0.1,-0.010,,-4.3,-0.8,-5.1,-0.4
4020,David Thompson,thompda01,1975-76,21,DNA,ABA,SF,83,3101,21.1,.578,.012,.435,7.7,8.8,8.3,13.4,1.9,1.6,11.8,25.3,,9.5,3.0,12.4,.193,,3.9,-0.4,3.5,4.3
4021,Dijon Thompson,thompdi01,2005-06,22,PHO,NBA,SG,10,43,22.0,.541,.440,.080,10.6,17.7,14.2,3.9,3.5,1.6,7.2,29.1,,0.1,0.1,0.1,.146,,1.5,-2.5,-1.1,0.0
4022,George Thompson,thompge01,1969-70,22,PTP,ABA,SG,54,1017,17.6,.500,.055,.443,,,3.9,10.9,,,10.7,27.8,,1.2,0.5,1.8,.083,,,,,
4023,Hollis Thompson,thompho01,2013-14,22,PHI,NBA,SF,77,1742,9.5,.570,.449,.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,,1.4,0.6,2.0,.055,,-1.8,-1.2,-3.0,-0.4
4025,Jason Thompson,thompja02,2008-09,22,SAC,NBA,PF,82,2303,13.9,.540,.011,.399,11.8,19.0,15.4,6.8,1.0,1.9,14.8,19.3,,1.8,0.9,2.7,.057,,-1.7,-1.1,-2.7,-0.4
4027,Kevin Thompson,thompke01,1993-94,22,POR,NBA,C,14,58,4.9,.437,.071,.143,12.6,11.8,12.2,6.9,0.0,2.2,25.2,14.0,,-0.1,0.0,0.0,-0.016,,-4.9,-0.6,-5.6,-0.1
4028,Klay Thompson,thompkl01,2011-12,21,GSW,NBA,SG,66,1608,14.9,.545,.373,.127,1.7,9.6,5.7,14.2,1.6,1.0,12.0,24.7,,1.4,0.3,1.7,.050,,0.9,-2.8,-1.9,0.1
4029,LaSalle Thompson,thompla01,1982-83,21,KCK,NBA,C,71,987,14.7,.551,.003,.477,14.6,26.5,20.5,4.2,1.8,3.5,21.7,17.3,,0.5,1.7,2.3,.110,,-2.2,1.1,-1.1,0.2
4030,Mychal Thompson,thompmy01,1978-79,24,POR,NBA,C,73,2144,17.0,.508,,.287,10.1,21.3,15.7,12.1,1.5,3.5,16.3,23.2,,1.2,3.2,4.4,.098,,-0.4,1.5,1.1,1.7
4031,Mychel Thompson,thompmy02,2011-12,23,CLE,NBA,SG,5,95,2.2,.375,.458,.000,0.0,6.2,3.0,11.6,1.1,0.8,17.2,13.7,,-0.2,0.0,-0.2,-0.079,,-5.9,-2.5,-8.3,-0.2
4032,Paul Thompson,thomppa01,1983-84,22,CLE,NBA,SF,82,1731,14.9,.510,.059,.225,7.6,13.1,10.2,10.5,2.0,1.3,9.1,19.3,,2.0,1.8,3.7,.104,,0.2,0.4,0.6,1.1
4033,Stephen Thompson,thompst01,1991-92,23,TOT,NBA,SG,19,91,11.5,.383,.027,.216,13.0,9.6,11.3,12.9,3.2,1.9,11.0,20.9,,-0.1,0.1,0.0,-0.014,,-3.5,0.1,-3.3,0.0
4034,Tristan Thompson,thomptr01,2011-12,20,CLE,NBA,PF,60,1424,13.3,.469,.005,.434,14.4,16.8,15.5,3.3,1.0,3.3,13.3,19.2,,0.3,0.9,1.1,.038,,-3.2,-1.0,-4.2,-0.8
4037,Al Thornton,thornal01,2007-08,24,LAC,NBA,PF,79,2158,12.7,.504,.149,.331,5.2,14.0,9.6,8.4,1.1,1.5,11.4,24.1,,-0.5,1.6,1.1,.025,,-2.5,-1.3,-3.8,-1.0
4038,Bob Thornton,thornbo01,1985-86,23,NYK,NBA,PF,71,1323,6.9,.487,.000,.591,9.2,15.9,12.4,4.5,1.1,0.3,19.4,13.6,,-0.6,1.6,0.9,.034,,-4.2,0.5,-3.7,-0.6
4040,Marcus Thornton,thornma01,2009-10,22,NOH,NBA,SG,73,1872,17.4,.550,.354,.200,4.4,8.9,6.6,10.3,1.6,0.4,7.3,25.3,,3.1,0.9,4.0,.103,,2.3,-2.7,-0.4,0.8
4041,Sindarius Thornwell,thornsi01,2017-18,23,LAC,NBA,SG,68,1041,7.9,.515,.265,.377,3.1,10.1,6.6,6.9,2.0,1.8,15.6,11.7,,0.1,0.9,1.0,.044,,-2.8,1.1,-1.7,0.1
4042,Otis Thorpe,thorpot01,1984-85,22,KCK,NBA,PF,82,1918,16.6,.620,.003,.542,11.2,21.8,16.5,8.1,0.8,1.1,18.1,21.3,,2.8,1.3,4.0,.100,,0.7,-1.1,-0.4,0.8
4043,Sedale Threatt,threase01,1983-84,22,PHI,NBA,PG,45,464,6.6,.462,.054,.189,4.3,5.5,4.9,12.4,1.4,0.2,17.1,17.2,,-0.3,0.4,0.1,.012,,-3.9,-1.7,-5.6,-0.4
4048,Darren Tillis,tillida01,1982-83,22,TOT,NBA,C,52,526,10.8,.435,.006,.155,8.6,19.6,14.0,5.0,0.7,3.3,10.2,17.0,,-0.1,0.6,0.5,.043,,-4.2,-0.1,-4.3,-0.3
4051,Jamaal Tinsley,tinslja01,2001-02,23,IND,NBA,PG,80,2442,13.4,.446,.230,.245,3.7,9.9,6.9,42.8,3.0,1.2,24.3,20.7,,-1.3,2.9,1.7,.033,,-0.8,0.4,-0.5,0.9
4052,Wayman Tisdale,tisdawa01,1985-86,21,IND,NBA,PF,81,2277,14.0,.539,.002,.234,9.2,18.6,13.9,5.4,0.7,1.1,14.5,23.3,,0.7,2.6,3.2,.068,,-1.7,-1.2,-3.0,-0.6
4053,Mike Tobey,tobeymi01,2016-17,22,CHO,NBA,C,2,25,-0.1,.250,.000,.000,8.7,4.4,6.6,5.4,0.0,0.0,20.0,9.0,,0.0,0.0,0.0,-0.070,,-7.4,-1.5,-8.9,0.0
4055,Ray Tolbert,tolbera01,1981-82,23,TOT,NBA,PF,64,607,10.3,.504,.010,.173,9.3,13.4,11.4,7.6,0.9,1.5,17.1,17.8,,-0.1,0.9,0.7,.058,,-3.4,-0.1,-3.5,-0.2
4056,Tom Tolbert,tolbeto01,1988-89,23,CHH,NBA,SF,14,117,10.0,.473,.081,.324,6.3,14.0,9.9,8.3,0.8,2.0,4.5,15.5,,0.1,0.1,0.1,.051,,-2.6,-0.8,-3.4,0.0
4057,Anthony Tolliver,tollian01,2008-09,23,SAS,NBA,PF,19,208,7.6,.375,.631,.154,7.0,16.4,11.7,12.1,1.3,0.4,9.2,17.8,,-0.3,0.3,0.0,.010,,-3.1,-0.1,-3.2,-0.1
4059,Rudy Tomjanovich,tomjaru01,1970-71,22,SDR,NBA,PF,77,1062,12.2,.419,,.255,,,15.7,9.3,,,,,,-1.1,2.1,1.0,.043,,,,,
4060,Andrew Toney,toneyan01,1980-81,23,PHI,NBA,SG,75,1768,12.7,.535,.036,.280,2.1,6.4,4.4,22.4,1.5,0.3,19.5,25.7,,0.0,2.2,2.2,.061,,-1.5,-1.6,-3.2,-0.5
4061,Sedric Toney,toneyse01,1985-86,23,TOT,NBA,PG,13,230,7.3,.502,.152,.470,1.6,10.6,6.2,14.8,1.2,0.0,21.6,17.7,,-0.2,0.2,0.0,-0.001,,-4.3,-1.6,-5.9,-0.2
4063,Andy Toolson,toolsan01,1990-91,25,UTA,NBA,SF,47,470,8.4,.495,.258,.266,8.6,8.2,8.4,9.3,1.5,0.3,14.8,15.3,,0.1,0.5,0.6,.057,,-1.6,-0.2,-1.8,0.0
4065,Bernard Toone,toonebe01,1979-80,23,PHI,NBA,PF,23,124,8.9,.402,.109,.156,10.9,17.8,14.5,13.8,1.5,2.2,19.0,27.2,,-0.3,0.2,-0.1,-0.036,,-5.6,-0.5,-6.0,-0.1
4068,Oscar Torres,torreos01,2001-02,25,HOU,NBA,SG,65,1075,11.4,.502,.370,.308,4.9,8.1,6.5,6.4,1.3,0.6,11.2,18.8,,0.7,0.1,0.9,.039,,-1.2,-2.7,-3.9,-0.5
4071,Axel Toupane,toupaax01,2015-16,23,DEN,NBA,SF,21,305,7.1,.490,.571,.243,2.9,8.5,5.6,7.0,1.2,1.6,7.2,12.0,,0.2,0.1,0.3,.049,,-1.7,-1.1,-2.8,-0.1
4072,Monte Towe,towemo01,1975-76,22,DNA,ABA,PG,64,576,9.1,.476,.235,.246,1.1,7.8,4.7,27.0,2.8,0.4,29.0,18.0,,-0.5,0.6,0.1,.006,,-3.6,-1.5,-5.1,-0.4
4073,Keith Tower,towerke01,1993-94,23,ORL,NBA,C,11,32,5.5,.444,.000,.000,0.0,20.8,10.5,4.3,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,.051,,-5.8,-2.7,-8.6,-0.1
4075,Linton Townes,towneli01,1982-83,23,POR,NBA,SF,55,516,11.9,.493,.107,.162,6.5,7.6,7.1,8.9,1.8,0.5,11.6,22.3,,0.2,0.4,0.7,.064,,-1.2,-2.2,-3.4,-0.2
4076,Karl-Anthony Towns,townska01,2015-16,20,MIN,NBA,C,82,2627,22.5,.590,.076,.239,10.3,27.5,19.0,11.3,1.1,4.3,12.6,24.9,,5.5,2.8,8.3,.151,,1.6,1.1,2.8,3.2
4077,Raymond Townsend,townsra01,1978-79,23,GSW,NBA,SG,65,771,10.8,.477,,.235,1.5,6.2,3.8,15.7,1.6,0.4,13.8,19.4,,0.1,0.7,0.8,.048,,-3.0,-1.7,-4.7,-0.5
4080,Robert Traylor,traylro01,1998-99,21,MIL,NBA,C,49,786,17.0,.548,.005,.398,12.5,15.4,14.0,8.2,3.1,4.6,15.1,16.9,,1.3,1.2,2.5,.152,,0.8,3.2,4.1,1.2
4081,Gary Trent,trentga01,1995-96,21,POR,NBA,PF,69,1219,12.4,.527,.021,.329,7.9,14.3,11.1,7.0,1.1,0.7,15.8,21.0,,0.1,1.6,1.7,.065,,-3.1,-0.4,-3.5,-0.5
4082,Jeff Trepagnier,trepaje01,2001-02,22,CLE,NBA,SG,12,77,8.4,.345,.043,.304,4.6,13.6,9.2,23.9,5.5,3.8,29.7,22.1,,-0.3,0.1,-0.2,-0.114,,-7.6,3.9,-3.8,0.0
4085,Kelly Tripucka,tripuke01,1981-82,22,DET,NBA,SF,82,3077,16.4,.570,.017,.485,7.6,8.2,7.9,12.7,1.3,0.3,15.3,23.3,,5.4,2.1,7.5,.117,,2.2,-1.0,1.2,2.5
4087,Cezary Trybanski,trybace01,2002-03,23,MEM,NBA,C,15,86,-1.4,.287,.000,.500,8.0,10.3,9.2,1.6,0.0,4.8,24.7,17.0,,-0.4,0.0,-0.3,-0.186,,-10.8,-1.2,-12.0,-0.2
4088,Jake Tsakalidis,tsakaja01,2000-01,21,PHO,NBA,C,57,947,9.6,.502,.000,.423,9.8,19.4,14.5,3.2,0.5,4.2,20.6,15.1,,-0.3,1.6,1.3,.067,,-5.3,1.5,-3.9,-0.4
4091,Nikoloz Tskitishvili,tskitni01,2002-03,19,DEN,NBA,SF,81,1320,4.9,.374,.387,.165,5.4,10.8,8.0,11.6,1.2,1.8,16.6,17.0,,-2.3,1.3,-1.0,-0.035,,-5.2,-0.1,-5.3,-1.1
4093,Alando Tucker,tuckeal02,2007-08,23,PHO,NBA,SF,6,48,11.8,.446,.182,.273,10.2,8.7,9.4,0.0,0.0,1.4,0.0,23.0,,0.0,0.0,0.0,.042,,-4.5,-7.4,-11.8,-0.1
4094,Anthony Tucker,tuckean01,1994-95,25,WSB,NBA,SF,62,982,9.2,.493,.005,.395,5.0,15.3,10.0,9.9,2.4,0.8,18.5,13.5,,-0.2,0.9,0.6,.030,,-3.8,0.9,-2.9,-0.2
4096,P.J. Tucker,tuckepj01,2006-07,21,TOR,NBA,SF,17,83,12.8,.533,.000,.636,15.4,17.2,16.3,5.7,1.2,0.0,17.6,19.1,,0.1,0.1,0.1,.085,,-2.5,-1.6,-4.1,0.0
4097,Trent Tucker,tucketr01,1982-83,23,NYK,NBA,SG,78,1830,11.6,.485,.046,.099,4.8,9.1,6.9,16.1,1.5,0.2,9.4,17.3,,1.5,2.4,4.0,.104,,-0.3,0.5,0.2,1.0
4098,Ronny Turiaf,turiaro01,2005-06,23,LAL,NBA,C,23,161,12.2,.537,.000,.900,8.1,19.0,13.5,7.5,1.0,4.7,14.3,13.8,,0.2,0.2,0.4,.115,,-3.6,1.4,-2.2,0.0
4099,Mirsad Turkcan,turkcmi01,1999-00,23,TOT,NBA,PF,17,90,11.1,.397,.158,.211,17.1,25.8,21.5,8.9,1.8,0.8,16.2,24.8,,-0.1,0.1,0.0,-0.019,,-4.2,-1.8,-6.0,-0.1
4100,Hedo Turkoglu,turkohe01,2000-01,21,SAC,NBA,SF,74,1245,11.7,.509,.257,.334,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,,1.0,1.8,2.8,.106,,-1.6,0.9,-0.8,0.4
4101,Andre Turner,turnean01,1986-87,22,BOS,NBA,PG,3,18,-7.1,.400,.200,.000,6.8,5.8,6.2,6.9,0.0,0.0,50.0,23.7,,-0.1,0.0,-0.1,-0.354,,-14.0,-2.8,-16.8,-0.1
4103,Elston Turner,turneel01,1981-82,22,DAL,NBA,SF,80,1996,10.7,.472,.006,.216,7.9,9.4,8.6,13.2,1.8,0.1,14.2,16.8,,0.3,1.0,1.4,.033,,-1.1,-0.2,-1.4,0.3
4104,Evan Turner,turneev01,2010-11,22,PHI,NBA,SG,78,1797,10.8,.484,.083,.236,2.7,16.9,9.8,13.4,1.4,0.6,12.0,17.0,,0.0,2.2,2.3,.060,,-3.1,0.7,-2.4,-0.2
4106,Henry Turner,turnehe02,1989-90,23,SAC,NBA,PF,36,315,14.2,.518,.025,.533,7.9,10.0,9.0,10.7,2.7,1.3,14.7,24.2,,0.0,0.3,0.3,.046,,-2.2,-0.9,-3.1,-0.1
4110,Jeff Turner,turneje01,1984-85,22,NJN,NBA,PF,72,1429,7.4,.504,.008,.244,6.7,10.5,8.6,9.4,1.0,0.3,17.7,14.3,,0.2,1.0,1.2,.040,,-2.7,-0.4,-3.1,-0.4
4111,John Turner,turnejo01,1991-92,24,HOU,NBA,SF,42,345,7.8,.472,.000,.602,12.6,12.6,12.6,5.0,0.9,0.7,20.5,19.6,,-0.4,0.3,-0.1,-0.021,,-5.3,-2.1,-7.4,-0.5
4112,Myles Turner,turnemy01,2015-16,19,IND,NBA,C,60,1367,15.4,.531,.026,.228,5.5,21.0,13.3,5.0,0.9,5.1,10.3,20.9,,0.8,2.3,3.1,.109,,-3.7,1.4,-2.3,-0.1
4113,Wayne Turner,turnewa01,1999-00,23,BOS,NBA,PG,3,41,-1.7,.231,.000,1.000,2.6,5.9,4.2,16.3,0.0,0.0,25.8,12.3,,-0.1,0.0,-0.1,-0.148,,-9.0,-3.1,-12.1,-0.1
4114,Melvin Turpin,turpime01,1984-85,24,CLE,NBA,C,79,1949,13.1,.541,.000,.195,8.6,16.5,12.6,2.7,0.9,2.5,13.3,18.3,,1.1,2.0,3.1,.075,,-2.1,0.0,-2.1,0.0
4115,Dave Twardzik,twardda01,1972-73,22,VIR,ABA,PG,80,1357,9.5,.579,.029,.693,3.3,8.0,5.7,16.4,,,23.4,14.2,,2.0,1.0,3.0,.107,,,,,
