,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
2549,Damir Markota,markoda01,2006-07,21,MIL,NBA,PF,30,0,170,5.8,15.9,.365,1.8,4.9,.375,4.0,11.0,.361,2.1,3.4,.636,3.4,6.1,9.5,1.8,0.9,0.3,4.6,6.7,15.6,,83,113
2550,Sean Marks,marksse01,1998-99,23,TOR,NBA,PF,8,0,28,9.7,15.4,.625,0.0,0.0,,9.7,15.4,.625,1.9,3.9,.500,0.0,1.9,1.9,0.0,1.9,0.0,5.8,5.8,21.2,,85,109
2554,Donny Marshall,marshdo02,1995-96,23,CLE,NBA,SF,34,0,208,6.7,19.1,.353,2.0,8.4,.233,4.8,10.7,.447,6.2,9.8,.629,2.5,4.8,7.3,2.0,2.2,0.6,2.0,7.3,21.6,,99,108
2555,Donyell Marshall,marshdo01,1994-95,21,TOT,NBA,SF,72,31,2086,8.4,21.3,.394,1.7,5.9,.284,6.7,15.4,.436,3.6,5.4,.662,3.3,6.5,9.8,2.6,1.1,2.1,2.8,3.8,22.0,,96,112
2556,Kendall Marshall,marshke01,2012-13,21,PHO,NBA,PG,48,3,702,4.1,11.0,.371,1.7,5.3,.315,2.4,5.7,.423,0.6,1.0,.571,0.3,2.8,3.1,10.5,1.6,0.3,4.2,3.5,10.5,,91,112
2557,Rawle Marshall,marshra01,2005-06,23,DAL,NBA,SF,23,9,241,5.4,13.6,.400,0.2,0.7,.333,5.2,12.9,.404,5.0,6.6,.759,1.8,5.2,7.0,2.3,1.8,1.6,3.4,3.9,16.1,,95,105
2560,Bill Martin,martibi01,1985-86,23,IND,NBA,SF,66,0,691,9.8,20.5,.480,0.0,0.6,.000,9.8,20.0,.493,3.2,3.7,.852,2.9,4.1,7.0,3.6,1.4,0.5,4.0,7.4,22.9,,98,108
2561,Bob Martin,martibo01,1993-94,24,LAC,NBA,C,53,1,535,3.6,7.9,.455,0.0,0.0,,3.6,7.9,.455,2.8,4.6,.608,3.2,7.3,10.5,1.5,0.7,3.0,2.6,9.5,10.0,,95,108
2562,Brian Martin,martibr01,1985-86,23,TOT,NBA,SF-PF,8,0,21,6.7,15.7,.429,0.0,0.0,,6.7,15.7,.429,0.0,4.5,.000,2.2,6.7,9.0,0.0,0.0,2.2,4.5,15.7,13.4,,66,109
2563,Cartier Martin,martica01,2008-09,24,CHA,NBA,SF,33,1,266,5.7,15.7,.364,2.0,6.7,.303,3.7,9.0,.409,4.1,5.1,.800,1.4,5.3,6.7,2.7,1.6,0.8,1.8,6.7,17.6,,103,107
2564,Cuonzo Martin,marticu01,1995-96,24,VAN,NBA,SG,4,0,19,8.3,13.9,.600,8.3,8.3,1.000,0.0,5.6,.000,0.0,5.6,.000,2.8,2.8,5.6,5.6,2.8,0.0,2.8,2.8,25.0,,127,110
2565,Darrick Martin,martida01,1994-95,23,MIN,NBA,PG,34,9,803,6.2,15.2,.408,0.5,2.5,.184,5.8,12.8,.451,3.7,4.3,.877,0.9,3.3,4.2,8.7,2.2,0.0,4.1,5.8,16.6,,97,114
2568,Fernando Martin,martife01,1986-87,24,POR,NBA,C,24,0,146,2.8,9.7,.290,0.0,0.3,.000,2.8,9.4,.300,1.3,3.4,.364,2.5,6.3,8.8,2.8,2.2,0.3,6.3,7.5,6.9,,56,108
2569,Jarell Martin,martija01,2015-16,21,MEM,NBA,PF,27,0,380,7.3,15.7,.466,0.0,0.3,.000,7.3,15.4,.474,6.1,8.4,.726,5.3,6.4,11.6,2.0,1.1,0.9,2.6,7.9,20.7,,110,110
2570,Jeff Martin,martije01,1989-90,23,LAC,NBA,SG,69,23,1351,6.1,14.8,.411,0.1,0.5,.133,6.0,14.3,.421,3.3,4.6,.705,2.8,2.9,5.7,1.6,1.5,0.6,1.7,3.5,15.5,,99,111
2571,Kenyon Martin,martike01,2000-01,23,NJN,NBA,PF,68,68,2272,8.0,17.9,.445,0.0,0.3,.091,7.9,17.6,.450,2.8,4.4,.630,3.2,8.4,11.5,3.0,1.8,2.6,3.2,6.5,18.7,,93,102
2572,Kevin Martin,martike02,2004-05,21,SAC,NBA,PG,45,0,455,5.1,13.3,.385,0.6,2.8,.200,4.5,10.4,.435,4.1,6.2,.655,3.3,3.3,6.6,2.5,1.8,0.3,2.7,4.0,14.9,,96,111
2574,Maurice Martin,martima01,1986-87,22,DEN,NBA,SF,43,0,286,8.1,21.3,.378,0.5,2.4,.200,7.6,19.0,.400,6.6,10.4,.636,1.9,4.6,6.5,5.5,2.1,0.9,5.2,7.6,23.2,,89,110
2578,Jamal Mashburn,mashbja01,1993-94,21,DAL,NBA,SF,79,73,2896,9.8,24.2,.406,1.5,5.2,.284,8.4,19.0,.440,5.4,7.7,.699,1.9,4.3,6.2,4.7,1.6,0.2,4.3,3.6,26.5,,97,112
2580,Anthony Mason,masonan01,1989-90,23,NJN,NBA,PF,21,0,108,6.3,17.9,.350,0.0,0.0,,6.3,17.9,.350,4.0,6.7,.600,4.9,10.3,15.2,3.1,0.9,0.9,4.9,9.0,16.6,,82,107
2581,Desmond Mason,masonde01,2000-01,23,SEA,NBA,SF,78,14,1522,6.5,15.1,.431,0.6,2.3,.269,5.9,12.8,.460,2.3,3.1,.736,2.5,6.1,8.6,2.2,1.3,0.7,1.8,5.0,15.9,,101,107
2582,Frank Mason III,masonfr01,2017-18,23,SAC,NBA,PG,50,2,959,7.5,19.5,.384,1.6,4.4,.361,5.9,15.1,.390,4.8,5.8,.820,1.6,5.1,6.6,7.6,1.8,0.5,3.3,3.7,21.3,,101,113
2583,Roger Mason,masonro01,2002-03,22,CHI,NBA,SF,17,0,113,5.0,14.1,.355,2.7,8.2,.333,2.3,5.9,.385,0.9,0.9,1.000,0.9,4.5,5.4,5.4,1.8,0.0,2.3,9.1,13.6,,98,108
2584,Tony Massenburg,masseto01,1990-91,23,SAS,NBA,PF,35,0,161,8.2,18.1,.450,0.0,0.0,,8.2,18.1,.450,8.5,13.6,.622,7.0,10.6,17.5,1.2,1.2,2.7,3.9,7.9,24.8,,104,100
2586,Mangok Mathiang,mathima01,2017-18,25,CHO,NBA,C,4,0,20,9.8,17.1,.571,0.0,0.0,,9.8,17.1,.571,0.0,2.4,.000,7.3,17.1,24.4,0.0,2.4,0.0,0.0,12.2,19.5,,122,103
2588,Wes Matthews,matthwe01,1980-81,21,TOT,NBA,PG,79,,2266,8.1,16.4,.494,0.1,0.4,.238,8.0,15.9,.501,4.2,5.3,.802,1.0,2.0,2.9,8.6,2.2,0.4,5.5,5.1,20.5,,99,107
2589,Wesley Matthews,matthwe02,2009-10,23,UTA,NBA,SG,82,48,2025,6.9,14.3,.483,1.6,4.2,.382,5.3,10.1,.525,4.0,4.9,.829,1.3,3.6,4.8,3.1,1.6,0.4,2.3,3.8,19.4,,113,108
2591,Marlon Maxey,maxeyma01,1992-93,23,MIN,NBA,PF,43,3,520,9.1,16.6,.550,0.0,0.1,.000,9.1,16.5,.554,4.4,6.9,.643,6.5,9.6,16.1,1.2,1.1,1.8,3.7,7.4,22.7,,107,110
2592,Jason Maxiell,maxieja01,2005-06,22,DET,NBA,PF,26,0,159,8.0,18.8,.426,0.0,0.0,,8.0,18.8,.426,4.9,14.6,.333,4.2,5.6,9.7,1.0,1.4,1.7,3.8,4.9,20.9,,82,104
2593,Cedric Maxwell,maxwece01,1977-78,22,BOS,NBA,SF,72,,1213,6.4,11.8,.538,,,,6.4,11.8,.538,7.0,9.3,.752,5.2,9.0,14.2,2.5,2.0,1.8,4.6,5.6,19.7,,109,97
2594,Vernon Maxwell,maxweve01,1988-89,23,SAS,NBA,SG,79,36,2065,8.0,18.5,.432,0.7,2.9,.248,7.3,15.6,.466,4.0,5.4,.745,1.1,3.4,4.5,6.7,1.9,0.2,4.0,3.0,20.7,,100,111
2596,Scott May,maysc01,1976-77,22,CHI,NBA,SF,72,,2369,8.7,19.3,.451,,,,8.7,19.3,.451,3.8,4.6,.828,2.9,6.0,8.9,2.9,1.6,0.3,,3.7,21.3,,,98
2597,Sean May,mayse01,2005-06,21,CHA,NBA,PF,23,1,398,9.0,22.1,.409,0.0,0.6,.000,9.0,21.4,.422,6.3,8.3,.766,5.4,8.6,14.1,2.8,2.2,1.5,4.3,7.5,24.4,,96,104
2598,Lee Mayberry,maybele01,1992-93,22,MIL,NBA,PG,82,4,1503,5.7,12.5,.456,1.4,3.7,.391,4.3,8.8,.483,1.3,2.3,.574,0.9,3.1,3.9,9.1,2.0,0.2,2.8,4.9,14.1,,108,113
2600,Tharon Mayes,mayesth01,1991-92,23,TOT,NBA,SG,24,0,255,6.0,19.8,.303,3.0,8.2,.366,3.0,11.6,.259,4.8,7.2,.667,0.6,2.6,3.2,7.0,3.2,0.4,6.2,8.2,19.8,,83,109
2601,Bill Mayfield,mayfibi01,1980-81,23,GSW,NBA,SF,7,,54,7.0,15.8,.444,0.0,0.0,,7.0,15.8,.444,0.9,1.8,.500,6.2,1.8,7.9,0.9,0.0,0.9,2.6,7.0,15.0,,98,115
2603,Eric Maynor,maynoer01,2009-10,22,TOT,NBA,PG,81,2,1269,6.2,14.9,.418,0.9,2.9,.310,5.4,12.0,.444,2.1,2.9,.722,0.9,4.4,5.2,10.8,1.6,0.4,3.4,4.7,15.5,,103,107
2604,O.J. Mayo,mayooj01,2008-09,21,MEM,NBA,SG,82,82,3120,9.6,21.9,.438,2.5,6.5,.384,7.1,15.4,.461,4.2,4.8,.879,1.0,4.3,5.3,4.5,1.6,0.2,3.9,3.5,25.9,,103,112
2605,Travis Mays,maystr01,1990-91,22,SAC,NBA,PG,64,55,2145,6.9,17.1,.406,1.7,4.7,.365,5.2,12.5,.421,6.0,7.8,.770,1.3,2.9,4.2,6.0,1.9,0.3,3.8,4.0,21.6,,102,112
2607,Luc Mbah a Moute,mbahalu01,2008-09,22,MIL,NBA,PF,82,52,2114,5.6,12.0,.462,0.0,0.1,.000,5.6,11.9,.466,3.4,4.7,.729,4.6,7.3,11.9,2.1,2.1,1.1,2.5,5.0,14.6,,106,106
2608,Bob McAdoo,mcadobo01,1973-74,22,BUF,NBA,C,74,,3185,12.2,22.2,.547,,,,12.2,22.2,.547,6.2,7.8,.793,3.8,11.3,15.1,2.3,1.2,3.3,,3.4,30.5,,,95
2609,James Michael McAdoo,mcadoja01,2014-15,22,GSW,NBA,PF,15,0,137,8.6,15.7,.545,0.0,0.0,,8.6,15.7,.545,5.0,8.9,.560,5.3,7.8,13.2,0.7,1.8,3.2,2.1,7.5,22.1,,113,99
2611,Ray McCallum,mccalra01,2013-14,22,SAC,NBA,PG,45,10,897,6.4,17.0,.377,1.2,3.3,.373,5.2,13.7,.378,1.8,2.4,.744,1.0,3.5,4.5,6.8,1.2,0.5,2.2,3.9,15.9,,98,112
2612,Bob McCann,mccanbo01,1989-90,25,DAL,NBA,SF,10,0,62,5.7,17.2,.333,0.0,0.0,,5.7,17.2,.333,9.8,11.5,.857,3.3,6.6,9.8,4.9,1.6,1.6,4.9,5.7,21.3,,97,106
2614,Mel McCants,mccanme01,1989-90,22,LAL,NBA,SF,13,0,65,6.1,19.9,.308,0.0,0.0,,6.1,19.9,.308,4.6,6.1,.750,0.8,3.8,4.6,1.5,2.3,0.8,0.8,8.4,16.9,,88,107
2615,Rashad McCants,mccanra01,2005-06,21,MIN,NBA,SG,79,12,1362,9.6,21.2,.450,2.7,7.1,.372,6.9,14.1,.490,3.1,4.2,.736,1.2,4.5,5.7,2.5,1.7,0.9,3.4,7.0,24.9,,99,106
2617,Andre McCarter,mccaran01,1976-77,23,KCK,NBA,PG,59,,725,7.4,16.0,.463,,,,7.4,16.0,.463,2.0,2.8,.711,1.0,2.4,3.4,6.2,1.4,0.0,,3.9,16.8,,,104
2621,Kelly McCarty,mccarke01,1998-99,23,DEN,NBA,SG,2,0,4,26.5,39.8,.667,0.0,0.0,,26.5,39.8,.667,0.0,0.0,,26.5,13.3,39.8,0.0,0.0,0.0,26.5,0.0,53.1,,81,110
2622,Walter McCarty,mccarwa01,1996-97,22,NYK,NBA,PF,35,0,192,7.2,18.8,.382,1.1,3.9,.286,6.1,14.9,.407,2.2,3.9,.571,2.2,4.1,6.4,3.6,1.9,2.5,4.7,10.5,17.7,,83,100
2623,Amal McCaskill,mccasam01,1996-97,23,ORL,NBA,C,17,1,109,5.0,16.0,.313,0.0,1.0,.000,5.0,15.0,.333,4.0,6.0,.667,2.0,9.0,11.0,3.5,1.5,2.5,5.5,3.5,14.0,,72,104
2624,Patrick McCaw,mccawpa01,2016-17,21,GSW,NBA,SG,71,20,1074,4.7,11.0,.433,1.8,5.5,.333,2.9,5.5,.533,1.3,1.7,.784,0.9,3.5,4.5,3.4,1.4,0.7,1.6,2.8,12.6,,107,108
2625,Dwayne McClain,mccladw01,1985-86,22,IND,NBA,SF,45,4,461,7.1,18.6,.383,0.1,0.9,.111,7.0,17.7,.398,1.9,3.6,.514,1.4,1.7,3.1,6.9,3.9,0.4,4.1,6.3,16.2,,83,104
2626,Ted McClain,mcclate01,1973-74,27,CAR,ABA,SG,84,,2582,7.6,15.6,.485,0.0,0.5,.074,7.6,15.2,.498,4.5,5.8,.772,2.2,4.3,6.4,6.2,4.5,0.4,4.3,5.8,19.7,,104,99
2627,Dan McClintock,mcclida01,2000-01,23,DEN,NBA,C,6,1,58,8.0,16.1,.500,0.0,0.0,,8.0,16.1,.500,0.0,4.5,.000,8.9,6.3,15.2,0.9,0.0,1.8,2.7,9.8,16.1,,94,109
2629,George McCloud,mccloge01,1989-90,22,IND,NBA,SF,44,0,413,5.4,17.3,.313,1.6,4.8,.325,3.8,12.5,.308,1.8,2.3,.789,1.4,3.6,5.0,5.4,2.3,0.4,4.3,6.7,14.1,,80,112
2630,C.J. McCollum,mccolcj01,2013-14,22,POR,NBA,SG,38,0,476,7.9,18.9,.416,3.2,8.5,.375,4.7,10.4,.449,2.4,3.6,.676,0.7,4.4,5.1,2.9,1.5,0.2,3.7,5.6,21.4,,95,109
2633,T.J. McConnell,mccontj01,2015-16,23,PHI,NBA,PG,81,17,1606,6.7,14.2,.470,0.9,2.7,.348,5.7,11.4,.499,0.8,1.3,.634,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15.0,,101,108
2634,Keith McCord,mccorke01,1980-81,23,WSB,NBA,SG,2,,9,10.4,20.8,.500,0.0,0.0,,10.4,20.8,.500,0.0,0.0,,5.2,5.2,10.4,5.2,0.0,0.0,10.4,0.0,20.8,,76,108
2635,Tim McCormick,mccorti01,1984-85,22,SEA,NBA,C,78,27,1584,8.2,14.7,.557,0.0,0.0,.000,8.2,14.7,.558,5.7,8.0,.715,4.5,7.7,12.1,2.4,0.5,1.0,3.5,6.3,22.2,,112,109
2636,Jelani McCoy,mccoyje01,1998-99,21,SEA,NBA,C,26,0,331,9.1,12.3,.737,0.0,0.0,,9.1,12.3,.737,3.4,6.8,.500,4.4,8.4,12.8,0.6,1.8,3.2,1.6,6.8,21.5,,131,102
2638,Chris McCray,mccrach01,2006-07,22,MIL,NBA,SG,5,0,12,0.0,13.0,.000,0.0,0.0,,0.0,13.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.3,0.0,,0,120
2639,Rodney McCray,mccraro01,1983-84,22,HOU,NBA,SF,79,36,2081,7.4,14.8,.499,0.0,0.1,.250,7.4,14.7,.500,4.0,5.5,.731,3.8,6.1,9.9,3.9,1.2,1.2,2.6,4.5,18.8,,112,109
2640,Scooter McCray,mccrasc01,1983-84,23,SEA,NBA,PF,47,6,520,4.4,11.2,.388,0.0,0.0,,4.4,11.2,.388,3.2,4.6,.700,4.2,6.5,10.6,4.1,1.0,1.8,3.1,6.8,11.9,,95,108
2641,Erik McCree,mccreer01,2017-18,24,UTA,NBA,SF,4,0,8,0.0,12.6,.000,0.0,6.3,.000,0.0,6.3,.000,0.0,0.0,,0.0,6.3,6.3,0.0,6.3,0.0,6.3,0.0,0.0,,0,97
2642,Chris McCullough,mcculch01,2015-16,20,BRK,NBA,PF,24,4,362,6.1,15.2,.404,1.8,4.7,.382,4.3,10.4,.413,1.5,3.2,.478,3.5,6.0,9.5,1.3,3.9,1.7,2.1,5.4,15.6,,95,105
2643,John McCullough,mcculjo01,1981-82,25,PHO,NBA,SG,8,0,23,18.9,27.3,.692,0.0,0.0,,18.9,27.3,.692,6.3,10.5,.600,2.1,6.3,8.4,6.3,4.2,0.0,6.3,6.3,44.0,,115,99
2644,Clint McDaniel,mcdancl01,1995-96,23,SAC,NBA,SG,12,0,71,5.8,16.6,.348,1.4,4.3,.333,4.3,12.3,.353,8.7,11.6,.750,2.2,5.1,7.2,5.1,3.6,0.0,1.4,7.2,21.7,,116,107
2645,Xavier McDaniel,mcdanxa01,1985-86,22,SEA,NBA,SF,82,80,2706,10.5,21.4,.490,0.0,0.2,.200,10.5,21.2,.492,4.6,6.6,.687,5.6,6.3,11.9,3.5,1.8,0.7,4.5,5.6,25.6,,103,106
2646,Jim McDaniels,mcdanji01,1973-74,25,SEA,NBA,C,27,,439,6.3,17.2,.364,,,,6.3,17.2,.364,2.3,4.3,.535,5.1,7.6,12.7,2.4,0.7,1.5,,4.8,14.8,,,99
2647,K.J. McDaniels,mcdankj01,2014-15,21,TOT,NBA,SG,62,15,1352,6.4,16.1,.396,1.6,5.6,.287,4.8,10.5,.454,3.7,4.9,.752,2.4,5.0,7.4,2.7,1.6,2.6,3.9,4.7,18.1,,92,105
2648,Doug McDermott,mcderdo01,2014-15,23,CHI,NBA,SF,36,0,321,6.9,17.2,.402,2.1,6.6,.317,4.8,10.6,.455,1.6,2.4,.667,1.0,6.0,6.9,1.0,0.6,0.2,2.7,4.7,17.6,,89,108
2649,Ben McDonald,mcdonbe01,1985-86,23,CLE,NBA,SF,21,0,266,5.0,10.3,.483,0.0,0.2,.000,5.0,10.1,.491,0.9,1.4,.625,2.7,4.1,6.7,1.6,1.2,0.2,1.8,5.3,10.8,,100,111
2651,Michael McDonald,mcdonmi01,1997-98,28,CHH,NBA,C,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,13.4,0.0,13.4,0.0,0.0,0.0,26.8,13.4,0.0,,27,114
2653,Hank McDowell,mcdowha01,1981-82,22,GSW,NBA,PF,30,1,335,4.8,11.9,.405,0.0,0.0,,4.8,11.9,.405,3.8,5.8,.659,5.8,8.3,14.1,2.8,0.8,1.1,3.0,7.3,13.4,,102,107
2654,Antonio McDyess,mcdyean01,1995-96,21,DEN,NBA,PF,76,75,2280,9.7,20.1,.485,0.0,0.1,.000,9.7,20.0,.487,3.8,5.5,.683,5.2,7.8,13.1,1.7,1.2,2.6,3.5,5.7,23.3,,102,107
2655,Jim McElroy,mcelrji01,1975-76,22,NOJ,NBA,PG,51,,1134,6.0,11.7,.510,,,,6.0,11.7,.510,3.2,4.4,.736,1.3,3.0,4.4,4.2,1.7,0.2,,2.8,15.2,,,100
2656,Patrick McFarland,mcfarpa01,1973-74,22,DNR,ABA,SG,67,,757,9.8,22.1,.443,0.5,1.5,.333,9.3,20.6,.451,2.2,3.2,.673,3.7,4.5,8.2,3.9,1.4,0.4,2.5,4.2,22.2,,102,105
2657,Ivan McFarlin,mcfariv01,2006-07,24,PHI,NBA,PF,11,0,41,6.5,16.8,.385,0.0,1.3,.000,6.5,15.5,.417,6.5,9.0,.714,9.0,5.2,14.2,1.3,0.0,0.0,1.3,10.3,19.4,,112,112
2659,Mitch McGary,mcgarmi01,2014-15,22,OKC,NBA,PF,32,2,485,9.1,17.1,.533,0.0,0.2,.000,9.1,16.9,.540,2.6,4.1,.625,5.5,11.6,17.1,1.4,1.7,1.7,3.2,7.4,20.8,,107,102
2660,JaVale McGee,mcgeeja01,2008-09,21,WAS,NBA,C,75,14,1143,8.8,17.9,.494,0.0,0.0,,8.8,17.9,.494,4.9,7.5,.660,5.5,8.0,13.6,1.1,1.5,3.5,2.8,7.2,22.6,,107,110
2661,Mike McGee,mcgeemi01,1981-82,22,LAL,NBA,SF,39,0,352,10.6,22.8,.465,0.0,0.5,.000,10.6,22.2,.476,4.1,7.0,.585,4.5,2.0,6.5,2.1,2.4,0.4,4.5,7.8,25.3,,96,108
2663,George McGinnis,mcginge01,1973-74,23,INA,ABA,PF,80,,3266,11.3,24.1,.468,0.1,0.5,.147,11.2,23.6,.475,7.0,10.2,.683,6.0,11.1,17.1,3.8,2.3,0.6,5.6,4.6,29.5,,102,97
2665,Tracy McGrady,mcgratr01,1997-98,18,TOR,NBA,SF,64,17,1179,7.9,17.5,.450,0.6,1.8,.341,7.3,15.7,.462,3.5,4.9,.712,4.6,7.2,11.8,4.3,2.2,2.7,2.9,3.8,19.8,,106,109
2668,Rodney McGruder,mcgruro01,2016-17,25,MIA,NBA,SG,78,65,1966,4.9,11.8,.413,1.9,5.6,.332,3.0,6.2,.488,1.1,1.8,.620,2.4,4.2,6.6,3.2,1.2,0.5,1.4,3.6,12.7,,108,110
2672,Dominic McGuire,mcguido01,2007-08,22,WAS,NBA,SG,70,1,695,3.0,8.0,.379,0.1,0.5,.167,2.9,7.5,.392,1.1,2.5,.438,4.1,6.6,10.7,3.1,1.5,2.0,3.1,5.9,7.2,,86,109
2673,Kevin McHale,mchalke01,1980-81,23,BOS,NBA,PF,82,1,1645,10.3,19.3,.533,0.0,0.1,.000,10.3,19.2,.535,3.1,4.6,.679,4.5,5.9,10.4,1.6,0.8,4.4,3.2,7.5,23.7,,108,102
2675,Jim McIlvaine,mcilvji01,1994-95,22,WSB,NBA,C,55,0,534,3.2,6.8,.479,0.0,0.0,,3.2,6.8,.479,2.7,3.9,.683,3.8,6.2,10.0,1.0,1.0,5.7,1.8,9.0,9.1,,108,108
2676,Jeff McInnis,mcinnje01,1996-97,22,DEN,NBA,PG,13,0,117,10.2,21.8,.469,5.3,11.5,.462,4.9,10.2,.478,3.1,4.4,.700,0.9,1.8,2.7,8.0,0.9,0.4,5.8,7.1,28.9,,107,116
2680,Kevin McKenna,mckenke01,1981-82,23,LAL,NBA,SG,36,0,237,5.5,17.1,.322,0.0,0.4,.000,5.5,16.7,.329,2.2,3.3,.647,3.5,2.2,5.7,2.8,2.0,0.4,3.9,8.8,13.2,,78,109
2681,Forrest McKenzie,mckenfo01,1986-87,23,SAS,NBA,SF,6,0,42,7.9,31.5,.250,1.1,2.2,.500,6.7,29.2,.231,2.2,2.2,1.000,2.2,5.6,7.9,1.1,1.1,0.0,3.4,10.1,19.1,,67,113
2683,Derrick McKey,mckeyde01,1987-88,21,SEA,NBA,SF,82,4,1706,7.2,14.6,.491,0.3,0.8,.367,6.8,13.7,.499,4.9,6.3,.772,3.2,6.0,9.2,3.0,2.0,1.8,3.0,6.7,19.5,,112,107
2684,Aaron McKie,mckieaa01,1994-95,22,POR,NBA,SG,45,20,827,7.2,16.1,.444,0.7,1.7,.393,6.5,14.4,.451,3.1,4.5,.685,2.2,5.8,8.0,5.5,2.2,1.0,2.4,6.0,18.1,,109,105
2685,Billy McKinney,mckinbi01,1978-79,23,KCK,NBA,PG,78,,1242,8.6,17.2,.503,,,,8.6,17.2,.503,4.6,5.8,.796,0.7,2.3,3.1,9.1,2.1,0.1,4.5,4.4,21.9,,106,104
2687,Carlton McKinney,mckinca01,1989-90,25,LAC,NBA,SG,7,0,104,3.7,14.9,.250,0.0,0.5,.000,3.7,14.4,.258,0.9,1.9,.500,1.9,3.7,5.6,3.3,2.8,0.5,3.3,7.0,8.4,,62,108
2688,Trey McKinney-Jones,mckintr01,2017-18,27,IND,NBA,SG,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117
2689,Alfonzo McKinnie,mckinal01,2017-18,25,TOR,NBA,SF,13,0,49,7.0,13.1,.538,3.0,8.0,.375,4.0,5.0,.800,2.0,3.0,.667,0.0,6.0,6.0,1.0,1.0,1.0,3.0,8.0,19.1,,106,108
2690,Ben McLemore,mclembe01,2013-14,20,SAC,NBA,SG,82,55,2187,5.9,15.8,.376,2.2,6.9,.320,3.7,8.9,.419,2.7,3.3,.804,1.2,4.2,5.5,1.9,1.0,0.4,2.2,4.7,16.7,,97,112
2693,Keith McLeod,mcleoke01,2003-04,24,MIN,NBA,PG,33,0,391,3.7,11.3,.329,0.1,1.4,.100,3.6,9.9,.361,4.6,5.9,.767,0.7,4.0,4.7,8.1,2.2,0.1,4.0,5.4,12.1,,89,102
2694,Roshown McLeod,mcleoro01,1998-99,23,ATL,NBA,SF,34,0,348,10.0,26.3,.380,0.2,1.6,.100,9.9,24.7,.399,6.0,7.3,.822,1.9,6.1,8.1,2.3,0.3,0.2,3.7,3.9,26.2,,92,102
2696,Nate McMillan,mcmilna01,1986-87,22,SEA,NBA,PG,71,50,1972,3.4,7.2,.475,0.0,0.2,.000,3.4,7.0,.486,2.1,3.4,.617,2.4,5.5,7.9,13.9,3.0,1.1,3.7,5.7,8.9,,111,108
2697,Tom McMillen,mcmilto01,1975-76,23,BUF,NBA,C,50,,708,6.0,13.9,.432,,,,6.0,13.9,.432,2.6,3.4,.759,4.0,7.6,11.7,4.3,0.4,0.4,,5.5,14.6,,,100
2702,Mark McNamara,mcnamma01,1982-83,23,PHI,NBA,C,36,2,182,7.4,16.4,.453,0.0,0.0,,7.4,16.4,.453,5.1,11.6,.444,8.7,10.8,19.5,1.8,0.8,0.8,9.2,10.8,20.0,,80,100
2704,Jerel McNeal,mcneaje01,2014-15,27,PHO,NBA,PG,6,0,36,4.2,15.2,.273,1.4,2.8,.500,2.8,12.5,.222,2.8,2.8,1.000,0.0,4.2,4.2,2.8,4.2,1.4,6.9,6.9,12.5,,61,102
2705,Chris McNealy,mcneach01,1985-86,24,NYK,NBA,PF,30,6,627,5.4,11.2,.486,0.0,0.0,,5.4,11.2,.486,2.4,3.7,.660,4.8,11.0,15.8,3.2,3.0,0.9,2.7,6.8,13.3,,104,98
2709,Paul McPherson,mcphepa01,2000-01,22,TOT,NBA,PG,55,0,595,9.4,18.6,.505,0.2,1.0,.167,9.2,17.6,.525,3.6,5.0,.724,3.4,3.4,6.8,3.3,2.2,0.3,4.1,6.9,22.6,,100,105
2710,Roy McPipe,mcpipro01,1974-75,24,UTS,ABA,SG,5,,44,8.9,26.7,.333,2.2,4.5,.500,6.7,22.3,.300,3.3,4.5,.750,2.2,3.3,5.6,1.1,1.1,0.0,11.1,5.6,23.4,,65,108
2711,Cozell McQueen,mcqueco01,1986-87,25,DET,NBA,PF,3,0,7,20.4,20.4,1.000,0.0,0.0,,20.4,20.4,1.000,0.0,0.0,,20.4,33.9,54.3,0.0,0.0,6.8,0.0,6.8,40.7,,201,85
2712,Jordan McRae,mcraejo01,2015-16,24,TOT,NBA,PG,22,1,195,8.8,20.1,.436,2.6,5.7,.455,6.2,14.4,.429,5.4,7.2,.750,1.0,4.1,5.2,6.4,0.8,0.3,3.9,4.4,25.5,,107,110
2714,Josh McRoberts,mcrobjo01,2007-08,20,POR,NBA,PF,8,0,28,11.7,19.5,.600,0.0,2.0,.000,11.7,17.6,.667,0.0,0.0,,3.9,15.6,19.5,3.9,2.0,0.0,3.9,2.0,23.4,,107,102
