,Name,link,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
2354,Jason Lawson,lawsoja01,Career,,,NBA,,17,0,80,6.2,10.3,.600,0.0,0.0,,6.2,10.3,.600,5.5,6.9,.800,5.5,13.1,18.6,3.4,2.8,2.8,1.4,9.6,17.9,,141,95
2355,Ty Lawson,lawsoty01,Career,,,NBA,,551,344,16088,7.8,16.9,.460,1.5,4.1,.359,6.3,12.8,.493,4.7,6.1,.770,1.1,3.6,4.7,10.3,2.0,0.2,3.6,2.8,21.7,,113,110
2356,Jake Layman,laymaja01,Career,,,NBA,,68,2,404,4.7,16.4,.286,2.1,8.6,.243,2.6,7.7,.333,1.8,2.5,.750,1.2,3.4,4.7,2.6,1.8,0.9,2.0,4.3,13.3,,82,111
2357,Mo Layton,laytomo01,Career,,,TOT,,122,,1655,7.6,15.4,.448,0.0,0.0,,7.6,15.4,.448,2.3,3.1,.749,0.6,2.5,3.1,8.6,1.4,0.3,1.8,5.0,17.5,,93,105
2358,T.J. Leaf,leaftj01,Career,,,NBA,,50,0,428,6.7,14.2,.471,2.1,4.6,.462,4.6,9.6,.476,0.9,1.4,.667,3.0,6.0,9.0,0.9,0.6,0.5,1.2,5.0,16.4,,113,112
2359,Manny Leaks,leaksma01,Career,,,TOT,,53,,845,4.2,12.4,.440,,,.000,4.2,12.4,.440,3.1,4.4,.707,5.0,8.0,13.0,1.3,0.5,2.1,0.0,5.1,11.5,,,94
2361,Allen Leavell,leaveal01,Career,,,NBA,,700,244,16248,7.4,16.5,.450,0.4,1.8,.234,7.0,14.8,.476,4.2,5.0,.834,0.9,2.5,3.4,9.7,2.7,0.3,3.9,4.3,19.5,,106,108
2362,Jeff Lebo,leboje01,Career,,,NBA,,4,0,32,3.0,10.7,.286,0.0,0.0,,3.0,10.7,.286,3.0,3.0,1.000,3.0,3.0,6.1,4.6,3.0,0.0,1.5,10.7,9.1,,99,105
2363,Eric Leckner,leckner01,Career,,,NBA,,449,60,5448,6.5,12.8,.508,0.0,0.0,.000,6.5,12.8,.510,3.7,5.6,.669,3.3,9.7,13.0,1.9,0.8,1.3,3.5,9.3,16.8,,100,107
2364,Ricky Ledo,ledori01,Career,,,NBA,,28,0,277,7.2,21.4,.336,2.5,6.6,.371,4.7,14.8,.321,3.8,4.9,.769,3.0,4.2,7.2,4.0,1.3,0.2,5.3,4.3,20.6,,83,113
2365,Butch Lee,leebu01,Career,,,NBA,,96,,1834,7.5,16.8,.450,0.0,0.0,,7.5,16.8,.450,4.6,6.1,.761,1.0,2.5,3.5,7.8,2.2,0.0,4.2,3.8,19.7,,101,107
2367,Courtney Lee,leeco01,Career,,,NBA,,749,502,21058,7.0,15.4,.451,2.0,5.2,.388,4.9,10.2,.483,2.3,2.7,.856,0.8,4.1,5.0,3.2,1.9,0.5,1.8,3.1,18.3,,109,109
2368,Damion Lee,leeda03,Career,,,NBA,,10,7,260,6.8,16.4,.414,1.9,7.0,.270,4.9,9.4,.520,3.0,3.9,.762,0.8,7.0,7.7,3.6,2.4,0.2,1.5,2.3,18.4,,104,110
2370,David Lee,leeda02,Career,,,NBA,,829,505,24293,9.6,18.0,.535,0.0,0.1,.034,9.6,17.9,.537,4.3,5.6,.772,4.5,10.8,15.4,3.8,1.3,0.7,3.1,4.6,23.6,,114,106
2372,Doug Lee,leedo01,Career,,,NBA,,73,0,415,7.3,17.7,.412,2.2,6.9,.310,5.1,10.8,.478,3.3,4.8,.700,2.0,3.0,5.0,3.8,2.0,0.6,2.4,7.6,20.1,,109,110
2374,Greg Lee,leegr01,Career,,,TOT,,10,,98,4.6,8.8,.526,0.0,0.0,,4.6,8.8,.526,1.8,1.8,1.000,0.5,1.8,2.3,11.1,2.8,0.0,2.8,5.5,11.1,,101,106
2375,Keith Lee,leeke01,Career,,,NBA,,182,43,2907,7.4,16.5,.451,0.0,0.2,.167,7.4,16.3,.454,3.3,4.4,.746,4.6,9.5,14.1,2.9,1.2,1.8,3.5,8.0,18.2,,99,106
2376,Kurk Lee,leeku01,Career,,,NBA,,48,0,265,3.5,13.0,.268,0.5,2.7,.200,2.9,10.2,.286,4.6,5.1,.893,1.3,4.2,5.5,6.2,2.0,0.4,3.6,7.1,12.0,,87,109
2377,Malcolm Lee,leema01,Career,,,NBA,,36,12,534,5.0,13.1,.382,1.0,3.3,.294,4.1,9.9,.412,2.5,3.6,.703,2.3,4.0,6.3,4.9,1.9,1.0,2.6,5.0,13.5,,97,107
2378,Rock Lee,leero02,Career,,,NBA,,2,0,10,4.7,9.5,.500,0.0,0.0,,4.7,9.5,.500,0.0,18.9,.000,0.0,4.7,4.7,9.5,0.0,0.0,0.0,14.2,9.5,,74,117
2379,Ron Lee,leero01,Career,,,NBA,,448,7,9586,6.1,14.7,.416,0.4,1.4,.321,5.9,14.1,.420,3.1,4.4,.705,1.9,3.9,5.7,8.0,4.1,0.6,3.7,6.4,15.5,,91,99
2383,Tim Legler,legleti01,Career,,,NBA,,310,4,5253,7.3,16.3,.447,2.5,5.8,.431,4.8,10.6,.456,3.8,4.5,.840,1.2,3.4,4.6,3.9,1.4,0.4,1.9,4.9,20.9,,117,112
2384,George Lehmann,lehmage01,Career,,,TOT,,33,,554,5.9,15.4,.418,35.6,97.5,.365,4.3,11.0,.440,1.6,1.7,.841,0.7,2.5,3.2,10.2,1.1,0.3,4.6,4.5,15.0,,95,111
2385,"Walt Lemon, Jr.",lemonwa01,Career,,,NBA,,5,0,35,9.6,21.9,.438,1.4,1.4,1.000,8.2,20.5,.400,2.7,4.1,.667,0.0,2.7,2.7,6.8,0.0,1.4,5.5,6.8,23.2,,88,115
2386,Alex Len,lenal01,Career,,,NBA,,331,138,6553,6.7,13.8,.483,0.0,0.2,.227,6.6,13.6,.486,4.2,5.9,.711,5.1,10.9,15.9,1.8,1.0,2.5,3.1,6.7,17.6,,106,107
2387,Voshon Lenard,lenarvo01,Career,,,NBA,,565,321,15349,8.5,20.4,.415,3.2,8.4,.384,5.2,12.0,.436,3.2,4.1,.787,1.2,4.4,5.6,4.1,1.5,0.5,2.6,4.2,23.4,,106,107
2389,Gary Leonard,leonaga01,Career,,,NBA,,31,0,149,5.9,12.9,.459,0.0,0.3,.000,5.9,12.6,.472,3.5,7.0,.500,4.5,7.3,11.9,0.7,1.4,3.5,3.1,10.8,15.4,,93,106
2390,Kawhi Leonard,leonaka01,Career,,,NBA,,407,380,12364,10.0,20.3,.495,2.2,5.7,.386,7.8,14.6,.537,5.2,6.2,.846,2.1,8.3,10.4,3.8,3.0,1.2,2.3,2.9,27.5,,118,99
2391,Meyers Leonard,leoname01,Career,,,NBA,,328,40,5187,6.8,14.6,.467,2.1,5.7,.373,4.7,8.8,.528,1.9,2.3,.824,2.4,9.6,12.0,2.5,0.5,1.0,2.2,7.2,17.7,,110,108
2393,Jim Les,lesji01,Career,,,NBA,,321,13,4222,4.3,10.9,.397,2.3,5.8,.396,2.1,5.2,.397,3.2,3.9,.818,1.0,3.6,4.6,10.9,2.0,0.2,3.4,4.9,14.1,,111,110
2394,Travis Leslie,leslitr01,Career,,,NBA,,10,0,45,6.0,16.7,.357,0.0,0.0,,6.0,16.7,.357,4.8,10.8,.444,7.2,3.6,10.8,6.0,2.4,2.4,2.4,4.8,16.7,,98,105
2395,Ronnie Lester,lestero01,Career,,,NBA,,250,116,4959,6.5,13.8,.469,0.0,0.2,.227,6.4,13.6,.472,4.3,5.5,.788,1.4,3.1,4.5,9.6,1.8,0.3,4.5,3.8,17.3,,104,110
2396,Clifford Lett,lettcl01,Career,,,NBA,,11,0,127,6.2,14.2,.432,0.0,0.4,.000,6.2,13.9,.444,2.3,3.5,.667,0.4,2.3,2.7,3.1,0.8,0.4,3.9,6.5,14.6,,84,110
2397,Jon Leuer,leuerjo01,Career,,,NBA,,336,79,5543,8.4,17.5,.478,1.1,3.4,.335,7.2,14.1,.512,2.6,3.4,.769,3.0,9.2,12.2,2.6,1.1,0.9,2.2,4.8,20.5,,108,106
2399,Fat Lever,leverfa01,Career,,,NBA,,752,599,23814,8.2,18.4,.447,0.3,1.0,.310,7.9,17.4,.455,3.5,4.5,.771,2.8,6.0,8.8,9.1,3.2,0.4,2.8,3.5,20.2,,109,105
2400,Caris LeVert,leverca01,Career,,,NBA,,124,35,2993,7.6,17.3,.441,2.2,6.7,.334,5.4,10.6,.509,3.2,4.4,.721,1.2,5.8,7.1,6.3,2.0,0.5,3.3,3.9,20.7,,104,111
2401,Cliff Levingston,levincl01,Career,,,NBA,,830,216,16962,6.7,13.0,.516,0.0,0.1,.152,6.7,12.9,.518,3.5,5.2,.676,5.1,7.3,12.4,2.2,1.5,1.7,2.4,6.6,16.9,,114,106
2403,Cedric Lewis,lewisce01,Career,,,NBA,,3,0,4,25.6,38.4,.667,0.0,0.0,,25.6,38.4,.667,0.0,0.0,,25.6,0.0,25.6,0.0,12.8,0.0,0.0,0.0,51.2,,148,90
2405,Freddie Lewis,lewisfr02,Career,,,TOT,,253,,7772,8.0,18.3,.432,1.7,6.2,.280,7.6,16.9,.448,5.1,6.1,.817,1.6,2.6,4.3,6.1,2.2,0.1,3.3,3.5,21.4,,105,107
2407,Martin Lewis,lewisma01,Career,,,NBA,,25,0,239,7.6,16.0,.473,0.7,2.2,.300,6.9,13.9,.500,3.5,5.9,.593,4.1,3.5,7.6,1.5,2.0,1.1,3.3,6.3,19.3,,100,113
2408,Mike Lewis,lewismi01,Career,,,ABA,,3,,14,9.9,26.5,.498,0.0,13.2,.000,9.9,26.5,.499,0.0,0.0,.735,9.9,6.6,16.5,0.0,0.0,0.0,3.3,6.6,19.9,,88,107
2409,Quincy Lewis,lewisqu01,Career,,,NBA,,159,21,1853,6.7,16.8,.397,1.1,3.2,.333,5.6,13.6,.412,1.9,2.7,.710,2.0,4.0,6.1,2.8,1.7,1.0,2.8,9.7,16.4,,91,105
2410,Ralph Lewis,lewisra01,Career,,,NBA,,99,0,672,6.4,15.5,.414,0.1,0.3,.250,6.3,15.2,.417,3.6,6.4,.562,4.0,4.5,8.5,2.1,1.8,0.5,3.2,4.8,16.5,,91,110
2411,Rashard Lewis,lewisra02,Career,,,NBA,,1049,842,33541,8.9,19.6,.452,2.8,7.3,.386,6.1,12.3,.491,3.9,4.9,.805,2.2,6.3,8.5,2.8,1.8,0.9,2.5,3.8,24.5,,112,107
2412,Reggie Lewis,lewisre01,Career,,,NBA,,450,352,14676,10.8,22.1,.488,0.1,0.5,.200,10.7,21.6,.494,5.0,6.0,.824,1.9,4.6,6.5,3.9,1.9,1.4,2.4,4.3,26.6,,112,108
2413,Marcus Liberty,liberma01,Career,,,NBA,,267,63,4568,8.0,19.2,.417,0.7,2.0,.340,7.3,17.2,.426,3.2,4.8,.664,4.3,5.2,9.5,2.5,1.9,0.7,2.7,5.1,19.9,,100,110
2414,Todd Lichti,lichtto01,Career,,,NBA,,237,51,4240,8.0,17.4,.460,0.2,0.8,.244,7.8,16.5,.471,4.2,5.3,.789,1.9,3.6,5.5,3.5,1.9,0.5,2.8,4.5,20.4,,105,111
2416,DeAndre Liggins,liggide01,Career,,,NBA,,173,24,1890,3.4,8.4,.408,1.1,3.2,.355,2.3,5.2,.441,1.2,2.2,.549,1.2,5.4,6.7,3.2,2.9,0.8,2.3,5.3,9.2,,95,107
2418,Goose Ligon,ligongo01,Career,,,ABA,,19,,360,4.7,10.8,.487,0.4,3.1,.125,4.7,10.7,.490,2.4,3.2,.643,5.7,6.4,12.1,1.4,1.1,1.1,3.1,5.5,11.8,,98,106
2419,Damian Lillard,lillada01,Career,,,NBA,,465,465,16921,10.6,24.7,.432,3.8,10.2,.369,6.9,14.5,.476,7.0,7.9,.884,0.8,4.9,5.7,8.7,1.3,0.4,3.9,2.9,32.1,,115,110
2420,Jeremy Lin,linje01,Career,,,NBA,,406,217,10782,7.7,17.7,.433,1.8,5.2,.350,5.8,12.5,.467,5.4,6.8,.805,0.8,4.6,5.4,8.4,2.2,0.8,4.5,4.3,22.6,,105,107
2421,Steve Lingenfelter,lingest01,Career,,,NBA,,10,0,67,3.5,5.0,.714,0.0,0.0,,3.5,5.0,.714,0.0,4.3,.000,2.8,8.5,11.4,3.5,0.7,2.1,4.3,15.6,7.1,,76,101
2422,Alton Lister,listeal01,Career,,,NBA,,953,582,18965,6.4,12.4,.512,0.0,0.0,.111,6.4,12.4,.513,3.2,5.4,.597,4.7,10.5,15.2,2.3,0.9,3.7,3.7,8.1,16.0,,102,102
2424,Gene Littles,littlge01,Career,,,ABA,,145,,2917,6.0,13.2,.476,0.4,1.7,.240,5.9,12.7,.484,2.5,3.5,.738,1.9,3.2,5.1,6.4,2.5,0.3,2.9,3.8,14.7,,104,103
2425,Randy Livingston,livinra01,Career,,,NBA,,203,19,2684,5.9,14.6,.406,0.7,1.9,.351,5.2,12.7,.414,2.5,3.3,.771,1.4,4.0,5.5,8.1,2.4,0.6,4.3,5.8,15.0,,94,104
2426,Shaun Livingston,livinsh01,Career,,,NBA,,766,191,16173,6.4,13.2,.485,0.0,0.2,.186,6.4,13.0,.490,2.8,3.5,.793,1.4,4.5,5.9,7.5,1.7,0.9,3.1,4.5,15.6,,106,107
2428,Horacio Llamas Grey,llamaho01,Career,,,NBA,,28,2,143,8.3,17.7,.469,0.4,1.1,.333,8.0,16.7,.478,4.0,6.5,.611,2.9,10.1,13.0,1.8,4.0,2.9,7.2,14.1,21.0,,81,97
2432,Lewis Lloyd,lloydle01,Career,,,NBA,,388,260,9406,10.7,20.5,.524,0.0,0.2,.213,10.7,20.2,.528,3.8,5.0,.771,2.4,3.5,5.9,5.6,1.8,0.7,4.1,4.1,25.3,,108,109
2433,Scott Lloyd,lloydsc01,Career,,,NBA,,372,17,5638,5.4,12.7,.425,0.0,0.1,.286,5.4,12.7,.426,3.3,4.6,.718,3.5,5.8,9.3,3.0,0.8,0.6,2.5,6.9,14.2,,95,109
2436,Rob Lock,lockro01,Career,,,NBA,,20,0,110,3.8,13.4,.281,0.0,0.0,,3.8,13.4,.281,5.0,6.3,.800,5.8,7.5,13.4,1.7,1.3,1.7,5.4,6.3,12.5,,77,110
2437,Darrell Lockhart,lockhda01,Career,,,NBA,,2,0,14,6.4,6.4,1.000,0.0,0.0,,6.4,6.4,1.000,0.0,0.0,,0.0,9.7,9.7,0.0,0.0,0.0,6.4,16.1,12.9,,75,112
2438,Ian Lockhart,lockhia01,Career,,,NBA,,1,0,2,23.8,23.8,1.000,0.0,0.0,,23.8,23.8,1.000,47.5,47.5,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,,231,115
2439,Kevin Loder,loderke01,Career,,,NBA,,148,26,2094,8.1,17.5,.461,0.1,0.5,.261,7.9,17.0,.467,3.1,4.4,.695,2.5,5.0,7.5,3.8,1.5,1.0,3.2,5.8,19.3,,100,107
2443,Brad Lohaus,lohaubr01,Career,,,NBA,,656,116,10378,7.4,16.9,.440,1.9,5.2,.361,5.6,11.7,.475,1.8,2.5,.733,2.3,6.7,9.0,3.4,1.5,2.4,2.7,6.3,18.6,,103,108
2444,Art Long,longar01,Career,,,NBA,,98,27,1220,6.5,14.2,.458,0.1,0.1,.667,6.4,14.1,.456,2.1,4.3,.485,5.7,8.3,14.0,2.1,1.2,1.8,3.7,9.7,15.2,,94,104
2445,Grant Long,longgr01,Career,,,NBA,,1003,673,28514,6.2,13.4,.467,0.1,0.5,.283,6.1,12.9,.474,4.5,5.9,.761,3.9,7.2,11.1,3.1,2.2,0.7,2.9,5.3,17.1,,108,106
2446,John Long,longjo01,Career,,,NBA,,893,432,22680,10.5,22.5,.467,0.2,0.7,.322,10.3,21.9,.472,3.7,4.3,.862,2.1,3.1,5.1,3.6,1.9,0.4,3.2,3.9,25.0,,103,109
2448,Shawn Long,longsh01,Career,,,NBA,,18,0,234,12.7,22.7,.560,1.5,4.0,.368,11.2,18.7,.600,4.0,7.3,.543,8.5,9.2,17.7,2.7,1.9,1.9,2.7,10.2,30.8,,118,106
2449,Willie Long,longwi01,Career,,,ABA,,82,,2058,8.7,20.9,.421,0.0,0.1,.000,8.7,20.9,.422,6.1,7.3,.774,4.5,6.1,10.5,2.3,1.2,0.3,3.5,5.5,23.4,,101,105
2450,Luc Longley,longllu01,Career,,,NBA,,567,362,12006,7.3,15.9,.462,0.0,0.0,.000,7.3,15.9,.463,3.1,4.1,.760,3.8,8.4,12.2,3.6,1.2,2.4,4.1,7.5,17.8,,97,102
2451,Kevon Looney,looneke01,Career,,,NBA,,120,7,1287,5.8,10.5,.552,0.1,0.6,.267,5.7,10.0,.568,2.4,4.1,.573,4.6,7.7,12.3,2.5,1.7,2.5,1.8,6.1,14.1,,119,104
2452,Brook Lopez,lopezbr01,Career,,,NBA,,630,593,19726,11.5,22.8,.503,0.6,1.9,.335,10.8,20.9,.518,6.1,7.7,.789,4.1,7.1,11.2,2.6,0.9,2.8,3.3,4.6,29.6,,110,108
2453,Felipe Lopez,lopezfe01,Career,,,NBA,,249,80,4145,7.0,16.2,.432,0.6,1.9,.327,6.4,14.4,.445,3.8,5.8,.659,2.7,5.0,7.7,3.2,2.1,0.8,3.2,5.7,18.4,,97,108
2454,Raul Lopez,lopezra01,Career,,,NBA,,113,26,2135,7.2,16.8,.429,1.2,3.4,.346,6.1,13.5,.450,3.3,3.9,.853,0.8,4.2,5.0,11.1,2.2,0.1,5.7,7.2,18.9,,97,106
2455,Robin Lopez,lopezro01,Career,,,NBA,,692,544,16043,8.3,15.7,.527,0.0,0.1,.200,8.3,15.6,.528,3.3,4.3,.760,5.5,6.5,12.0,1.8,0.6,2.7,2.4,4.5,19.8,,114,108
2456,Ryan Lorthridge,lorthry01,Career,,,NBA,,37,2,672,7.7,16.3,.475,0.2,1.0,.214,7.5,15.2,.493,4.2,6.4,.648,1.8,3.4,5.2,7.4,2.0,0.1,4.2,3.1,19.8,,102,114
2461,Kevin Love,loveke01,Career,,,NBA,,631,549,20300,9.5,21.5,.443,2.5,6.8,.368,7.0,14.7,.478,7.2,8.8,.824,4.7,13.1,17.8,3.6,1.1,0.7,3.1,3.4,28.8,,116,106
2462,Stan Love,lovest01,Career,,,TOT,,93,,1193,8.0,18.5,.440,0.0,0.0,,8.0,18.5,.440,3.6,4.9,.751,3.3,7.4,10.7,3.1,1.6,1.4,0.2,8.0,19.6,,98,97
2464,Sidney Lowe,lowesi01,Career,,,NBA,,193,40,3422,2.9,7.9,.367,0.1,0.4,.133,2.8,7.4,.380,2.4,3.1,.764,1.2,3.7,4.9,10.9,2.8,0.1,2.8,4.1,8.2,,101,108
2466,Kyle Lowry,lowryky01,Career,,,NBA,,785,549,24384,7.7,18.1,.425,2.9,7.7,.370,4.8,10.4,.466,5.7,7.1,.803,1.4,5.6,7.0,9.7,2.2,0.4,3.7,4.5,23.9,,115,107
2469,John Lucas,lucasjo01,Career,,,NBA,,928,266,25556,7.2,16.1,.449,0.7,2.2,.303,6.8,14.6,.464,3.5,4.5,.776,0.9,3.1,4.0,12.0,2.4,0.1,3.3,3.1,18.4,,108,107
2470,Kalin Lucas,lucaska01,Career,,,NBA,,1,0,6,0.0,8.7,.000,0.0,0.0,,0.0,8.7,.000,0.0,0.0,,0.0,0.0,0.0,0.0,8.7,0.0,0.0,8.7,0.0,,0,93
2471,Maurice Lucas,lucasma01,Career,,,TOT,,1021,244,30112,9.1,19.4,.471,0.0,0.1,.143,9.1,19.3,.473,4.6,6.0,.765,4.2,10.2,14.3,3.8,1.2,1.0,3.6,5.4,22.9,,103,102
2472,John Lucas III,lucasjo02,Career,,,NBA,,242,8,2927,8.2,21.5,.383,3.0,8.6,.344,5.3,12.9,.409,1.4,1.8,.768,1.0,3.3,4.3,6.6,1.6,0.0,2.3,3.5,20.8,,101,108
2474,Tyronn Lue,luety01,Career,,,NBA,,554,173,12564,7.5,17.1,.437,2.0,5.0,.391,5.5,12.1,.456,3.1,3.7,.829,0.6,3.4,4.0,7.3,1.2,0.0,2.8,4.5,20.0,,109,112
2479,Timothe Luwawu-Cabarrot,luwawti01,Career,,,NBA,,121,26,1997,6.0,15.3,.390,2.5,7.8,.323,3.5,7.5,.460,3.7,4.4,.834,0.9,4.4,5.4,3.1,1.1,0.4,2.7,6.1,18.1,,100,111
2480,Tyler Lydon,lydonty01,Career,,,NBA,,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,120
2481,Trey Lyles,lylestr01,Career,,,NBA,,220,39,3891,8.1,18.7,.435,2.6,7.2,.359,5.5,11.5,.483,2.8,4.0,.703,2.1,9.4,11.5,2.9,1.1,1.0,2.5,4.2,21.7,,105,107
2483,George Lynch,lynchge01,Career,,,NBA,,774,420,17683,6.2,13.9,.446,0.4,1.4,.306,5.8,12.5,.462,2.4,3.6,.652,4.5,7.1,11.6,3.3,2.4,0.8,2.7,5.0,15.2,,102,103
2484,Kevin Lynch,lynchke01,Career,,,NBA,,95,11,1143,5.1,11.7,.436,0.1,0.4,.333,5.0,11.3,.440,2.5,3.5,.726,1.7,3.2,5.0,4.5,2.0,0.6,2.8,6.3,12.9,,97,112
2487,Sheldon Mac,mcclesh01,Career,,,NBA,,30,3,287,5.2,12.9,.400,1.2,5.2,.233,4.0,7.7,.511,4.0,4.6,.852,0.7,5.2,5.8,2.6,1.4,0.3,0.9,2.9,15.5,,112,112
2490,Todd MacCulloch,maccuto01,Career,,,NBA,,223,105,3439,8.7,16.0,.541,0.0,0.0,,8.7,16.0,.541,3.5,5.5,.642,5.2,8.3,13.5,1.8,0.9,2.7,2.3,7.3,20.9,,113,100
2492,Scott Machado,machasc01,Career,,,NBA,,6,0,21,7.1,14.3,.500,0.0,2.4,.000,7.1,11.9,.600,4.8,4.8,1.000,0.0,2.4,2.4,14.3,4.8,0.0,19.0,0.0,19.0,,69,104
2493,Arvydas Macijauskas,macijar01,Career,,,NBA,,19,0,135,5.6,16.4,.341,1.2,4.8,.250,4.4,11.6,.379,5.2,6.0,.867,1.2,2.8,4.0,2.0,2.8,0.0,3.2,4.0,17.6,,90,108
2494,Ollie Mack,mackol01,Career,,,NBA,,128,3,2513,7.6,16.6,.458,0.0,0.3,.000,7.6,16.3,.467,2.4,3.5,.674,2.5,3.6,6.1,4.4,1.6,0.2,2.1,3.3,17.6,,103,111
2495,Sam Mack,macksa01,Career,,,NBA,,259,105,5028,7.4,18.5,.400,3.4,9.1,.374,4.0,9.4,.426,2.7,3.2,.831,1.1,4.4,5.5,3.5,1.7,0.4,2.3,4.8,20.9,,106,110
2496,Shelvin Mack,macksh01,Career,,,NBA,,393,53,7009,7.2,16.8,.426,1.8,5.6,.326,5.3,11.2,.477,2.2,3.0,.746,0.7,4.9,5.6,8.8,1.8,0.1,3.5,3.5,18.4,,102,108
2497,Malcolm Mackey,mackema01,Career,,,NBA,,22,0,69,10.1,26.6,.378,0.0,1.4,.000,10.1,25.2,.400,2.9,5.8,.500,8.6,8.6,17.3,0.7,0.0,2.2,1.4,6.5,23.0,,97,108
2498,Rudy Macklin,macklru01,Career,,,NBA,,160,52,2752,7.1,15.7,.449,0.0,0.1,.000,7.1,15.6,.452,4.4,5.7,.776,3.7,4.7,8.4,2.2,1.5,0.5,3.7,7.8,18.6,,98,105
2499,Vernon Macklin,macklve01,Career,,,NBA,,23,0,135,7.6,13.9,.543,0.0,0.0,,7.6,13.9,.543,3.2,5.6,.571,5.6,8.0,13.5,2.0,1.6,1.6,1.2,3.6,18.3,,121,105
2501,Don MacLean,macledo01,Career,,,NBA,,319,111,6679,10.0,22.0,.455,0.4,1.5,.284,9.6,20.5,.467,6.0,7.9,.765,2.7,6.5,9.2,3.1,0.9,0.4,3.0,4.5,26.5,,106,112
2502,Mark Macon,maconma01,Career,,,NBA,,251,104,5018,6.9,17.8,.384,0.3,1.2,.270,6.5,16.6,.393,2.6,3.5,.735,1.7,2.9,4.6,4.2,3.4,0.2,3.2,5.8,16.6,,90,108
2503,Kyle Macy,macyky01,Career,,,NBA,,551,257,14246,7.3,14.5,.501,0.6,1.9,.337,6.6,12.6,.526,2.4,2.7,.873,1.0,3.0,4.0,7.3,2.1,0.2,2.4,3.6,17.5,,115,107
2505,Tito Maddox,maddoti01,Career,,,NBA,,9,0,35,4.6,18.5,.250,0.0,4.6,.000,4.6,13.9,.333,7.7,12.4,.625,1.5,9.3,10.8,7.7,4.6,1.5,4.6,6.2,17.0,,80,95
2506,Gerald Madkins,madkige01,Career,,,NBA,,48,0,420,3.3,8.9,.366,1.5,4.0,.375,1.8,4.9,.359,2.0,2.6,.762,0.4,2.9,3.3,8.2,3.0,0.1,3.6,4.5,10.0,,95,106
2507,Mark Madsen,madsema01,Career,,,NBA,,453,70,5335,3.8,8.3,.457,0.0,0.2,.063,3.8,8.1,.465,2.1,4.0,.527,5.6,5.9,11.5,1.8,1.2,1.0,2.0,8.6,9.7,,105,106
2509,Josh Magette,magetjo01,Career,,,NBA,,17,0,197,3.2,10.4,.310,1.7,5.2,.333,1.5,5.2,.286,2.0,2.0,1.000,0.5,4.0,4.5,13.7,1.7,0.0,2.2,3.7,10.2,,114,113
2510,Corey Maggette,maggeco01,Career,,,NBA,,827,478,23358,9.0,19.9,.453,1.0,3.2,.324,8.0,16.8,.478,10.2,12.4,.822,2.0,6.9,8.9,3.8,1.3,0.3,4.2,5.2,29.3,,110,109
2511,Dave Magley,magleda01,Career,,,NBA,,14,0,56,3.5,14.1,.250,0.0,0.9,.000,3.5,13.2,.267,3.5,7.0,.500,1.8,7.0,8.8,1.8,1.8,0.0,1.8,4.4,10.5,,73,106
2512,Jamaal Magloire,magloja01,Career,,,NBA,,680,314,14621,6.5,13.5,.480,0.0,0.0,.000,6.5,13.4,.481,5.1,8.0,.639,5.2,11.0,16.2,1.4,0.8,2.2,3.7,6.6,18.0,,101,102
2514,Ian Mahinmi,mahinia01,Career,,,NBA,,542,92,8993,6.0,11.0,.543,0.0,0.0,.000,6.0,10.9,.545,3.9,6.4,.608,4.6,8.7,13.3,1.6,1.7,2.2,3.0,8.1,15.8,,108,101
2518,Rick Mahorn,mahorri01,Career,,,NBA,,1117,613,25779,5.9,12.0,.493,0.0,0.1,.132,5.9,11.9,.495,3.0,4.2,.704,3.5,9.8,13.3,2.1,1.2,1.9,2.8,6.7,14.8,,103,103
2519,Dan Majerle,majerda01,Career,,,NBA,,955,454,30206,6.7,15.4,.431,2.3,6.4,.358,4.4,9.1,.482,2.8,3.8,.741,1.9,5.3,7.2,4.6,2.0,0.6,1.9,3.2,18.4,,114,106
2520,Renaldo Major,majorre01,Career,,,NBA,,1,0,27,3.6,17.9,.200,0.0,0.0,,3.6,17.9,.200,1.8,3.6,.500,0.0,3.6,3.6,0.0,3.6,0.0,1.8,7.2,9.0,,47,106
2521,Thon Maker,makerth01,Career,,,NBA,,128,46,1767,6.0,13.9,.432,1.6,4.9,.333,4.3,8.9,.487,2.7,4.0,.676,3.2,6.3,9.6,2.0,1.4,2.2,1.7,6.9,16.3,,107,110
2523,Jeff Malone,malonje01,Career,,,NBA,,905,755,29660,11.8,24.3,.484,0.1,0.5,.268,11.6,23.8,.489,4.9,5.6,.871,0.9,3.0,3.9,3.6,1.0,0.2,2.5,2.8,28.6,,108,111
