,Name,link,Year,blank,blank,League,blank,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
1265,Mike Flynn,flynnmi01,Career,,,TOT,,211,3376,12.1,.460,.077,.274,5.1,7.3,6.2,18.2,1.9,0.4,16.4,17.3,,0.8,2.0,2.8,.040,,-1.4,-1.5,-2.8,-0.7
1268,Isaac Fontaine,fontais01,Career,,,NBA,,6,75,-0.9,.331,.357,.429,0.0,7.4,3.7,7.8,0.0,0.0,19.4,12.5,,-0.2,0.0,-0.2,-0.112,,-8.4,-2.9,-11.2,-0.2
1270,Jeff Foote,footeje01,Career,,,NBA,,4,39,-0.9,.333,.000,.000,3.1,15.0,9.2,0.0,0.0,2.1,25.0,9.7,,-0.1,0.0,-0.1,-0.079,,-9.9,-2.0,-12.0,-0.1
1271,Bryn Forbes,forbebr01,Career,,,NBA,,111,1713,8.3,.510,.478,.131,0.8,7.4,4.1,8.4,0.8,0.1,7.4,16.9,,0.4,1.6,2.0,.056,,-1.7,-1.9,-3.6,-0.7
1272,Gary Forbes,forbega01,Career,,,NBA,,111,1504,12.4,.518,.259,.327,4.3,12.3,8.4,11.6,1.6,0.5,13.8,22.0,,0.4,1.3,1.7,.054,,-1.4,-1.2,-2.6,-0.2
1273,Alphonso Ford,fordal01,Career,,,NBA,,11,114,4.4,.326,.192,.077,8.1,12.4,10.2,14.2,1.3,0.0,14.3,24.4,,-0.4,0.1,-0.4,-0.153,,-7.0,-2.9,-9.9,-0.2
1274,Alton Ford,fordal02,Career,,,NBA,,73,524,9.4,.557,.000,.478,7.5,19.4,13.4,3.4,0.6,1.1,18.1,17.5,,0.3,0.6,0.8,.074,,-4.6,-2.0,-6.5,-0.6
1276,Chris Ford,fordch01,Career,,,NBA,,794,22043,12.2,.494,.049,.173,4.3,6.8,5.8,16.4,2.6,0.5,15.2,16.1,,14.8,20.7,35.6,.077,,-0.3,0.7,0.4,12.4
1277,Don Ford,forddo01,Career,,,NBA,,474,9301,10.8,.495,.002,.178,6.2,12.5,9.4,8.8,1.3,0.8,15.1,13.7,,5.1,7.6,12.7,.066,,-1.9,-0.1,-2.0,0.0
1279,Phil Ford,fordph01,Career,,,NBA,,482,13503,13.9,.531,.026,.351,1.3,5.7,3.5,30.2,2.0,0.1,20.1,19.6,,10.8,12.5,23.3,.083,,-0.5,-1.6,-2.1,-0.4
1280,Sharrod Ford,fordsh02,Career,,,NBA,,3,13,0.6,.667,.000,.000,8.7,16.7,12.8,0.0,0.0,5.4,40.0,17.2,,0.0,0.0,0.0,-0.032,,-8.8,-1.6,-10.3,0.0
1281,Sherell Ford,fordsh01,Career,,,NBA,,28,139,16.4,.474,.313,.425,10.7,9.7,10.2,6.5,2.9,0.6,5.9,32.4,,0.1,0.2,0.4,.124,,-1.0,-3.9,-4.9,-0.1
1282,T.J. Ford,fordtj01,Career,,,NBA,,429,11882,15.1,.503,.104,.294,2.8,10.1,6.4,34.1,2.2,0.3,18.0,22.2,,6.4,10.4,16.9,.068,,-0.2,-0.6,-0.8,3.6
1285,Joseph Forte,fortejo01,Career,,,NBA,,25,125,3.2,.292,.128,.213,4.6,11.2,7.8,21.3,2.6,0.0,20.2,24.0,,-0.6,0.1,-0.4,-0.166,,-9.1,-1.0,-10.1,-0.3
1286,Courtney Fortson,fortsco01,Career,,,NBA,,10,95,9.9,.453,.406,.469,7.4,11.2,9.3,16.1,1.7,0.0,20.6,23.4,,-0.1,0.1,0.0,-0.019,,-2.8,-2.0,-4.8,-0.1
1287,Danny Fortson,fortsda01,Career,,,NBA,,440,8832,16.2,.562,.005,.614,15.0,26.2,20.4,5.8,1.1,0.8,16.9,19.4,,16.5,5.8,22.3,.121,,-0.8,-2.2,-3.0,-2.1
1289,Greg Foster,fostegr01,Career,,,NBA,,656,7974,8.9,.482,.037,.238,7.7,17.2,12.5,6.8,0.6,1.8,15.0,17.4,,-1.4,7.0,5.6,.033,,-4.2,-1.0,-5.2,-6.3
1290,Jeff Foster,fosteje01,Career,,,NBA,,764,15750,14.2,.531,.018,.437,15.2,22.6,19.0,6.8,1.7,1.4,14.8,12.0,,23.2,24.3,47.5,.145,,-0.7,1.9,1.3,13.0
1291,Jimmy Foster,fosteja01,Career,,,ABA,,89,1158,5.3,.417,.040,.277,3.3,6.7,5.0,19.6,2.2,0.4,27.5,17.8,,-2.2,0.8,-1.4,-0.057,,-5.3,-1.2,-6.6,-1.3
1292,Rod Foster,fostero01,Career,,,NBA,,207,3446,10.9,.499,.169,.207,2.5,6.1,4.3,19.3,1.9,0.2,15.5,21.9,,-0.4,2.7,2.2,.031,,-1.8,-2.3,-4.1,-1.8
1293,Antonis Fotsis,fotsian01,Career,,,NBA,,28,320,11.3,.479,.221,.192,8.7,12.9,10.8,5.3,1.5,2.4,15.7,19.0,,-0.1,0.2,0.1,.017,,-3.9,-1.0,-4.9,-0.2
1294,Evan Fournier,fournev01,Career,,,NBA,,376,10229,13.6,.564,.407,.254,1.8,9.1,5.4,13.3,1.5,0.2,11.8,21.3,,11.0,5.2,16.2,.076,,1.0,-1.9,-0.9,2.7
1298,Tremaine Fowlkes,fowlktr01,Career,,,NBA,,103,1233,10.1,.493,.078,.428,8.8,12.3,10.5,6.8,2.0,0.4,14.1,13.2,,0.9,1.1,2.1,.080,,-2.0,-0.1,-2.1,0.0
1299,De'Aaron Fox,foxde01,Career,,,NBA,,69,1889,11.2,.478,.186,.238,1.6,9.5,5.3,24.6,1.8,1.0,16.3,23.3,,-1.5,0.9,-0.7,-0.017,,-2.9,-1.7,-4.6,-1.2
1302,Rick Fox,foxri01,Career,,,NBA,,930,23723,13.6,.538,.294,.247,4.7,12.0,8.3,17.1,2.1,1.0,16.2,18.4,,22.8,21.9,44.7,.090,,0.7,0.3,1.0,17.6
1303,Randy Foye,foyera01,Career,,,NBA,,752,19279,12.0,.524,.447,.212,1.5,8.6,5.0,17.5,1.4,0.9,13.0,19.7,,14.2,9.2,23.5,.058,,0.3,-1.6,-1.3,3.4
1304,Adonal Foyle,foylead01,Career,,,NBA,,733,13060,12.3,.486,.001,.256,10.5,18.4,14.3,4.0,1.0,6.4,16.2,12.2,,3.2,15.4,18.7,.069,,-3.7,2.9,-0.8,3.9
1305,Richie Frahm,frahmri01,Career,,,NBA,,140,1473,12.0,.545,.617,.145,2.9,10.0,6.5,9.3,1.3,0.5,7.1,15.6,,2.2,0.7,2.8,.092,,0.5,-2.4,-1.9,0.0
1306,Steve Francis,francst01,Career,,,NBA,,576,21632,18.3,.533,.204,.423,5.2,11.8,8.6,28.4,2.1,0.7,17.2,25.0,,34.5,19.6,54.1,.120,,2.9,0.3,3.2,28.2
1307,Tellis Frank,frankte01,Career,,,NBA,,264,4703,10.3,.499,.003,.400,8.5,15.9,12.1,8.2,1.6,1.2,16.0,17.6,,0.2,3.8,4.0,.041,,-2.9,-0.1,-3.0,-1.2
1309,Jamaal Franklin,frankja01,Career,,,NBA,,24,174,4.7,.501,.317,.049,3.3,13.6,8.4,7.5,1.2,1.4,25.1,14.7,,-0.2,0.2,0.0,-0.006,,-5.1,-0.2,-5.4,-0.1
1310,William Franklin,frankwi01,Career,,,ABA,,107,1264,11.3,.452,.013,.345,13.6,17.3,15.5,7.1,1.0,1.0,16.7,25.8,,-1.0,1.2,0.2,.009,,-1.6,-2.0,-3.5,-0.1
1312,Tim Frazier,fraziti01,Career,,,NBA,,182,3302,12.1,.490,.290,.297,2.7,11.1,6.9,32.4,2.1,0.4,20.3,16.2,,1.5,3.0,4.6,.066,,-1.7,-0.6,-2.4,-0.3
1313,Walt Frazier,fraziwa01,Career,,,NBA,,825,30965,19.1,.542,.000,.338,3.1,11.7,7.6,23.0,2.3,0.2,12.9,21.7,,69.1,44.5,113.5,.176,,3.2,0.9,4.1,20.9
1315,Anthony Frederick,fredean01,Career,,,NBA,,147,1640,12.3,.482,.033,.281,9.1,9.7,9.4,12.0,2.2,1.6,15.1,22.2,,-0.6,1.3,0.7,.019,,-2.5,-0.6,-3.1,-0.5
1316,Jimmer Fredette,fredeji01,Career,,,NBA,,235,3148,12.6,.525,.404,.174,1.8,6.7,4.2,16.8,1.5,0.3,13.9,22.0,,2.2,0.2,2.4,.037,,-0.3,-3.8,-4.0,-1.6
1317,World B. Free,freewo01,Career,,,NBA,,886,26893,18.8,.527,.044,.438,4.0,5.7,4.8,19.0,1.6,0.4,10.9,29.0,,54.6,13.1,67.7,.121,,2.6,-2.4,0.1,14.6
1318,Joel Freeland,freeljo01,Career,,,NBA,,151,1821,11.1,.486,.004,.178,11.5,19.6,15.6,5.2,0.9,2.2,13.1,13.9,,1.2,2.0,3.2,.084,,-3.1,0.6,-2.5,-0.2
1319,Donnie Freeman,freemdo01,Career,,,TOT,,648,21026,18.2,.523,.007,.386,4.6,4.5,5.0,16.2,1.4,0.4,11.1,23.7,,37.0,21.0,58.0,.132,,0.4,-1.9,-1.5,0.8
1322,Matt Freije,freijma01,Career,,,NBA,,42,588,4.6,.355,.420,.077,4.7,12.8,8.6,7.7,1.5,0.4,9.7,16.3,,-1.0,0.4,-0.6,-0.047,,-5.0,-1.4,-6.3,-0.6
1327,Channing Frye,fryech01,Career,,,NBA,,849,19336,13.4,.547,.401,.161,4.6,18.7,11.7,6.8,1.2,2.1,10.0,18.1,,20.5,18.1,38.6,.096,,-0.1,0.0,-0.1,9.1
1328,Bernie Fryer,fryerbe01,Career,,,TOT,,120,2370,11.9,.500,.002,.310,3.4,6.4,4.9,19.5,2.2,0.2,17.5,14.0,,1.3,0.7,2.0,.040,,-1.3,-1.6,-2.9,-0.5
1333,Hiram Fuller,fullehi01,Career,,,NBA,,4,43,3.6,.376,.000,.750,10.6,18.2,14.5,7.3,0.0,1.7,27.3,15.5,,-0.1,0.0,-0.1,-0.094,,-7.6,-1.7,-9.3,-0.1
1334,Todd Fuller,fulleto02,Career,,,NBA,,225,2500,10.3,.472,.005,.400,11.1,19.7,15.5,3.0,0.7,1.8,14.2,18.6,,-0.2,2.4,2.2,.041,,-5.0,-2.2,-7.1,-3.2
1335,Tony Fuller,fulleto01,Career,,,NBA,,15,248,6.9,.411,.015,.242,5.8,14.4,9.8,15.6,1.9,0.2,23.9,15.7,,-0.4,0.3,-0.1,-0.021,,-5.2,0.2,-5.0,-0.2
1336,Markelle Fultz,fultzma01,Career,,,NBA,,8,139,10.5,.392,.000,.276,5.6,9.7,7.8,27.3,2.1,1.2,11.0,22.5,,-0.1,0.2,0.1,.022,,-4.7,-0.1,-4.8,-0.1
1337,Lawrence Funderburke,fundela01,Career,,,NBA,,318,4726,16.4,.543,.011,.374,10.2,15.7,12.9,6.3,1.0,1.4,10.7,19.2,,8.1,4.8,12.9,.131,,-1.0,-1.1,-2.2,-0.2
1338,Terry Furlow,furlote01,Career,,,NBA,,239,4809,16.2,.511,.036,.223,4.7,6.7,5.7,18.0,1.6,0.8,13.5,24.4,,5.0,2.3,7.3,.073,,0.5,-2.2,-1.8,0.3
1340,Dan Gadzuric,gadzuda01,Career,,,NBA,,527,7793,14.4,.508,.004,.351,13.4,21.6,17.4,4.0,1.6,4.4,12.8,16.2,,6.0,9.9,15.8,.097,,-2.3,1.0,-1.3,1.3
1341,Deng Gai,gaide01,Career,,,NBA,,2,5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.015,,-6.3,-0.7,-7.0,0.0
1344,Corey Gaines,gaineco01,Career,,,NBA,,80,1002,10.8,.499,.221,.332,1.2,6.4,3.8,31.9,1.9,0.2,22.5,12.9,,0.6,0.5,1.1,.052,,-2.7,-2.9,-5.6,-0.9
1346,Reece Gaines,gainere01,Career,,,NBA,,71,605,5.3,.378,.176,.223,1.7,8.4,5.0,12.5,1.5,0.4,13.8,14.2,,-0.7,0.1,-0.6,-0.049,,-5.5,-2.2,-7.7,-0.9
1347,Sundiata Gaines,gainesu01,Career,,,NBA,,113,1311,14.5,.474,.319,.389,4.0,11.7,7.8,26.4,3.3,0.2,14.8,21.8,,0.3,1.1,1.4,.052,,-0.3,-0.9,-1.1,0.3
1348,Mike Gale,galemi01,Career,,,TOT,,842,20645,12.4,.503,.016,.217,3.3,8.5,6.0,18.6,3.2,1.0,19.6,14.3,,8.3,26.2,34.6,.080,,-0.9,1.5,0.6,11.4
1349,Chad Gallagher,gallach01,Career,,,NBA,,2,3,66.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,,0.1,0.0,0.1,1.442,,28.4,-12.1,16.3,0.0
1351,Danilo Gallinari,gallida01,Career,,,NBA,,481,14993,16.4,.581,.447,.449,2.7,14.2,8.4,9.5,1.3,1.1,9.0,20.4,,33.4,8.9,42.3,.135,,2.2,-1.2,1.0,11.2
1352,Langston Galloway,gallola01,Career,,,NBA,,255,5767,11.6,.498,.465,.149,2.3,11.5,6.9,13.8,1.8,0.6,8.2,17.7,,2.9,4.3,7.2,.060,,-0.4,-0.9,-1.3,1.0
1354,Kevin Gamble,gamblke01,Career,,,NBA,,649,14508,14.2,.555,.124,.194,3.0,8.3,5.7,13.1,1.6,0.8,9.6,18.3,,22.3,11.0,33.3,.110,,0.8,-0.6,0.1,7.8
1356,Jorge Garbajosa,garbajo01,Career,,,NBA,,74,1983,12.0,.501,.377,.141,2.9,17.7,10.2,9.9,2.1,0.6,9.9,15.3,,0.6,2.5,3.0,.073,,-0.9,1.6,0.7,1.3
1357,Ruben Garces,garceru01,Career,,,NBA,,13,73,9.7,.313,.000,.364,23.7,20.6,22.2,10.5,2.1,2.0,16.4,18.4,,-0.1,0.1,0.0,.009,,-3.9,1.6,-2.3,0.0
1358,Alex Garcia,garcial01,Career,,,NBA,,10,159,7.4,.381,.305,.102,5.0,6.2,5.6,20.3,2.1,0.5,12.7,20.6,,-0.2,0.1,-0.1,-0.043,,-3.6,-1.8,-5.4,-0.1
1359,Francisco Garcia,garcifr01,Career,,,NBA,,549,11853,12.3,.541,.445,.210,2.7,11.0,6.8,10.0,1.9,2.4,12.0,17.0,,9.1,9.1,18.2,.074,,-0.4,0.0,-0.3,4.9
1362,Kenneth Gardner,gardnke01,Career,,,ABA,,9,51,10.1,.371,.000,.111,16.5,9.9,13.1,7.4,1.8,1.1,5.0,15.3,,0.0,0.0,0.1,.054,,-0.9,-1.5,-2.5,0.0
1363,Thomas Gardner,gardnth01,Career,,,NBA,,20,143,2.4,.365,.593,.102,2.3,6.5,4.4,3.4,1.5,0.5,10.2,22.0,,-0.5,0.1,-0.4,-0.123,,-6.1,-3.9,-10.0,-0.3
1366,Patricio Garino,garinpa01,Career,,,NBA,,5,43,-9.2,.000,.714,.000,2.5,15.6,8.9,0.0,0.0,0.0,30.0,10.2,,-0.2,0.0,-0.2,-0.250,,-14.1,-3.3,-17.3,-0.2
1367,Gary Garland,garlaga01,Career,,,NBA,,78,1106,10.2,.454,.053,.073,4.6,8.5,6.5,17.9,2.3,0.2,16.6,15.6,,-0.2,0.7,0.5,.020,,-2.6,-0.9,-3.5,-0.4
1368,Winston Garland,garlawi01,Career,,,NBA,,511,13391,12.5,.487,.059,.245,3.3,8.3,5.8,25.7,2.4,0.4,16.5,17.9,,4.3,9.9,14.2,.051,,-1.2,-0.6,-1.8,0.5
1371,Chris Garner,garnech01,Career,,,NBA,,46,442,4.1,.319,.196,.121,2.2,7.1,4.5,21.2,3.3,0.8,23.2,14.4,,-1.0,0.2,-0.8,-0.087,,-6.5,-1.7,-8.2,-0.7
1372,Bill Garnett,garnebi02,Career,,,NBA,,300,5260,12.3,.558,.008,.588,9.7,17.4,13.5,9.4,1.4,1.8,18.4,13.8,,5.3,5.5,10.8,.099,,-1.1,1.1,0.1,2.7
1373,Kevin Garnett,garneke01,Career,,,NBA,,1462,50418,22.7,.546,.030,.293,7.6,26.0,17.0,19.3,1.9,3.0,11.8,24.7,,99.9,91.5,191.4,.182,,2.1,3.3,5.4,94.0
1374,Marlon Garnett,garnema01,Career,,,NBA,,24,205,6.5,.426,.451,.392,1.6,10.2,5.8,13.0,1.3,0.4,16.7,15.6,,-0.1,0.1,0.0,.002,,-4.0,-2.2,-6.3,-0.2
1375,Calvin Garrett,garreca01,Career,,,NBA,,166,3008,8.9,.488,.024,.157,5.2,11.0,8.1,10.3,1.5,0.3,15.8,14.1,,0.5,2.1,2.6,.042,,-2.2,0.1,-2.1,-0.1
1376,Dean Garrett,garrede01,Career,,,NBA,,359,6969,13.3,.513,.000,.288,9.8,20.7,15.1,4.7,1.3,4.0,10.7,12.3,,6.9,7.2,14.1,.097,,-2.4,1.3,-1.1,1.5
1377,Diante Garrett,garredi02,Career,,,NBA,,90,1197,7.3,.445,.354,.070,1.5,9.5,5.4,19.3,2.2,0.3,21.9,15.8,,-1.5,0.5,-1.0,-0.041,,-4.1,-1.3,-5.3,-1.0
1380,Tom Garrick,garrito01,Career,,,NBA,,251,4718,11.6,.518,.052,.299,2.8,8.8,5.8,24.3,2.7,0.3,20.7,14.3,,1.5,4.4,5.9,.060,,-2.1,-0.2,-2.2,-0.3
1381,John Garris,garrijo01,Career,,,NBA,,33,267,18.5,.560,.000,.333,14.4,18.5,16.4,5.7,1.5,1.3,8.6,20.0,,0.6,0.3,0.9,.166,,0.8,-1.4,-0.6,0.1
1382,Kiwane Garris,garriki01,Career,,,NBA,,31,248,7.5,.419,.200,.333,1.4,8.3,4.7,20.6,1.5,0.3,15.7,18.6,,-0.2,0.0,-0.2,-0.048,,-4.8,-4.1,-8.9,-0.4
1383,Pat Garrity,garripa01,Career,,,NBA,,552,11062,10.7,.532,.448,.150,3.5,11.5,7.5,6.4,1.1,0.7,9.9,16.8,,11.1,7.6,18.7,.081,,-0.1,-1.6,-1.8,0.7
1385,Marc Gasol,gasolma01,Career,,,NBA,,714,24075,18.7,.557,.078,.395,6.1,20.8,13.3,16.7,1.4,3.8,13.2,21.1,,39.2,34.4,73.6,.147,,0.7,2.8,3.5,33.4
1386,Pau Gasol,gasolpa01,Career,,,NBA,,1191,40542,21.4,.565,.030,.401,8.6,22.1,15.4,16.7,0.8,3.5,12.5,23.4,,89.2,53.5,142.8,.169,,1.5,2.0,3.5,56.5
1388,Chris Gatling,gatlich01,Career,,,NBA,,700,13760,17.6,.555,.037,.436,10.2,20.6,15.3,5.8,1.7,1.9,14.1,24.1,,15.4,16.7,32.1,.112,,-1.0,-1.0,-2.1,-0.2
1389,Kenny Gattison,gattike01,Career,,,NBA,,494,9927,13.0,.555,.004,.443,8.3,17.7,13.0,6.3,1.4,2.0,14.6,17.5,,7.4,9.5,16.9,.082,,-1.8,0.2,-1.6,1.0
1390,Rudy Gay,gayru01,Career,,,NBA,,805,27931,16.7,.533,.198,.279,4.9,14.7,9.8,11.1,1.9,1.8,12.2,24.8,,23.1,27.1,50.1,.086,,0.4,0.1,0.5,17.4
1392,Andrew Gaze,gazean01,Career,,,NBA,,26,128,9.6,.501,.571,.048,2.8,8.1,5.4,13.7,1.6,1.0,14.0,17.5,,0.0,0.1,0.1,.052,,-0.9,-2.0,-2.9,0.0
1393,Michael Gbinije,gbinimi01,Career,,,NBA,,9,32,-2.1,.184,.400,.200,6.6,3.5,5.1,7.9,0.0,0.0,0.0,15.0,,-0.1,0.0,-0.1,-0.136,,-7.7,-2.8,-10.5,-0.1
1394,Reggie Geary,gearyre01,Career,,,NBA,,101,931,7.3,.407,.269,.295,3.1,7.2,5.2,18.8,3.0,1.1,18.2,16.1,,-0.9,1.6,0.6,.032,,-4.1,0.9,-3.2,-0.3
1395,Alonzo Gee,geeal01,Career,,,NBA,,417,9071,10.7,.522,.248,.325,4.7,12.6,8.5,7.6,2.1,0.9,14.5,15.2,,3.8,5.9,9.7,.051,,-1.6,0.2,-1.4,1.4
1396,Matt Geiger,geigema01,Career,,,NBA,,552,12221,15.2,.542,.017,.325,11.0,19.4,15.2,5.4,1.3,2.1,13.8,19.9,,14.0,14.4,28.4,.112,,-1.2,-0.3,-1.5,1.6
1397,Mickael Gelabale,gelabmi01,Career,,,NBA,,145,2348,10.5,.545,.243,.221,5.2,11.2,8.2,7.5,1.1,1.1,13.0,13.4,,1.9,1.1,3.0,.062,,-1.4,-0.5,-1.9,0.0
1398,Devean George,georgde01,Career,,,NBA,,630,11682,10.6,.485,.371,.195,5.3,13.9,9.6,7.0,1.9,1.4,10.9,15.8,,4.6,13.6,18.2,.075,,-1.4,0.2,-1.2,2.5
1400,Paul George,georgpa01,Career,,,NBA,,523,17434,18.5,.558,.389,.301,2.9,17.6,10.4,16.6,2.6,1.1,13.4,25.7,,23.1,29.7,52.7,.145,,2.3,1.2,3.5,24.4
1401,Tate George,georgta01,Career,,,NBA,,177,2019,10.7,.464,.020,.240,3.3,6.2,4.7,22.7,1.8,0.3,16.5,19.1,,0.0,1.4,1.3,.032,,-3.3,-2.2,-5.5,-1.8
1402,Marcus Georges-Hunt,georgma01,Career,,,NBA,,46,271,7.0,.517,.296,.574,3.4,7.2,5.2,4.9,1.3,0.0,6.9,11.8,,0.2,0.1,0.3,.050,,-2.3,-2.4,-4.7,-0.2
1403,Gus Gerard,gerargu01,Career,,,TOT,,446,7953,13.8,.477,.006,.277,9.1,13.9,11.6,9.6,1.6,2.1,13.9,22.1,,2.5,8.6,11.1,.067,,-1.6,-0.2,-1.9,0.3
1404,Derrick Gervin,gervide01,Career,,,NBA,,77,1082,16.3,.497,.052,.343,6.4,10.8,8.5,5.9,1.7,1.4,7.7,27.4,,1.1,1.0,2.1,.095,,-1.6,-3.0,-4.6,-0.7
1405,George Gervin,gervige01,Career,,,TOT,,1060,35597,21.4,.564,.022,.331,5.5,10.9,8.2,12.2,1.7,1.6,11.7,29.6,,87.7,28.6,116.3,.157,,3.1,-1.4,1.7,32.2
1407,John Gianelli,gianejo01,Career,,,NBA,,541,13650,11.7,.500,.000,.229,7.7,16.7,12.2,7.9,0.8,1.9,17.2,13.3,,9.9,13.1,23.0,.081,,-1.7,0.9,-0.8,4.0
1409,Daniel Gibson,gibsoda01,Career,,,NBA,,397,9316,10.8,.542,.536,.197,1.8,8.2,4.9,13.3,1.4,0.7,11.5,15.9,,9.0,6.9,16.0,.082,,0.1,-1.1,-1.0,2.3
1412,Jonathan Gibson,gibsojo01,Career,,,NBA,,17,231,9.5,.492,.474,.305,0.5,11.1,5.5,18.8,1.8,0.0,16.3,26.3,,-0.3,0.2,-0.1,-0.030,,-3.3,-2.2,-5.5,-0.2
1414,Mike Gibson,gibsomi01,Career,,,NBA,,64,390,8.6,.427,.000,.264,12.7,18.0,15.3,4.6,1.6,1.6,14.5,14.6,,-0.2,0.5,0.3,.042,,-4.3,0.3,-4.0,-0.2
1415,Taj Gibson,gibsota01,Career,,,NBA,,663,17270,15.2,.540,.013,.290,10.2,17.2,13.7,6.3,1.1,3.4,12.0,17.6,,19.5,24.9,44.4,.123,,-1.4,1.4,0.0,8.6
1416,J.R. Giddens,giddejr01,Career,,,NBA,,38,247,9.7,.499,.159,.365,8.5,17.1,12.8,7.9,2.1,0.6,19.8,16.9,,-0.1,0.3,0.1,.027,,-4.3,-0.3,-4.6,-0.2
1417,Trey Gilder,gildetr01,Career,,,NBA,,2,5,30.9,1.000,.000,.000,0.0,23.4,11.7,0.0,10.3,0.0,0.0,8.8,,0.0,0.0,0.0,.336,,3.8,3.8,7.6,0.0
1418,Eddie Gill,gilled01,Career,,,NBA,,187,2033,9.9,.497,.397,.357,1.6,10.2,6.0,17.5,2.8,0.5,19.5,16.4,,-0.3,2.2,1.9,.046,,-2.6,-0.2,-2.8,-0.4
1419,Kendall Gill,gillke01,Career,,,NBA,,966,29481,14.7,.493,.090,.280,4.8,10.7,7.7,16.0,2.6,1.0,11.7,21.8,,19.6,28.2,47.8,.078,,-0.1,0.4,0.3,16.9
1420,Ben Gillery,gillebe01,Career,,,NBA,,24,84,5.0,.429,.000,1.211,8.8,20.8,14.7,3.1,1.1,2.8,14.7,16.7,,-0.1,0.1,0.0,.014,,-7.0,-0.9,-7.9,-0.1
1423,Armen Gilliam,gilliar01,Career,,,NBA,,929,26421,16.4,.547,.002,.394,9.0,18.4,13.7,6.8,1.3,1.5,12.9,21.8,,31.0,27.1,58.1,.106,,-0.7,-0.4,-1.1,6.2
1425,Artis Gilmore,gilmoar01,Career,,,TOT,,1329,47134,21.4,.623,.001,.544,10.8,24.9,18.0,9.4,0.8,3.7,17.4,20.3,,114.1,75.5,189.7,.193,,2.2,1.7,3.9,59.3
1428,Manu Ginobili,ginobma01,Career,,,NBA,,1053,26775,20.2,.582,.395,.399,3.0,12.7,8.0,24.5,2.7,0.9,14.9,24.5,,58.9,47.4,106.3,.191,,3.7,1.3,5.0,47.1
1429,Gordan Giricek,giricgo01,Career,,,NBA,,384,8824,11.8,.523,.244,.201,2.2,10.5,6.3,11.6,1.3,0.4,12.8,20.7,,4.7,3.3,8.0,.044,,-0.9,-2.2,-3.1,-2.5
1430,Jack Givens,givenja01,Career,,,NBA,,156,2601,12.3,.451,.002,.254,8.6,10.3,9.4,7.8,2.2,0.8,10.4,19.9,,1.2,3.0,4.3,.079,,-1.4,-0.1,-1.5,0.3
1431,Mickell Gladness,gladnmi01,Career,,,NBA,,26,252,9.5,.436,.000,.203,6.4,19.8,13.2,2.9,0.8,6.1,9.8,13.1,,-0.1,0.2,0.2,.029,,-5.9,1.1,-4.8,-0.2
1433,Gerald Glass,glassge01,Career,,,NBA,,201,3347,13.3,.460,.069,.152,7.3,9.9,8.5,14.1,2.0,1.1,9.6,23.9,,-0.2,2.0,1.8,.025,,-1.1,-1.4,-2.5,-0.4
1434,Mike Glenn,glennmi01,Career,,,NBA,,593,9617,15.1,.576,.008,.185,1.7,6.4,4.1,15.0,1.6,0.3,9.9,18.4,,18.7,6.7,25.3,.126,,0.4,-1.9,-1.5,1.2
1436,Georgi Glouchkov,gloucge01,Career,,,NBA,,49,772,5.7,.455,.005,.584,4.8,18.9,12.1,5.3,1.5,1.8,22.4,17.5,,-1.4,0.9,-0.5,-0.029,,-7.0,0.4,-6.6,-0.9
1438,Dion Glover,glovedi01,Career,,,NBA,,294,6132,12.8,.487,.210,.257,4.0,12.5,8.3,13.0,2.0,0.8,13.0,21.1,,1.5,4.3,5.8,.045,,-1.4,-1.1,-2.4,-0.7
1439,Andreas Glyniadakis,glynian01,Career,,,NBA,,13,81,-3.3,.475,.000,.118,2.9,9.0,5.9,1.8,0.0,0.0,33.5,15.1,,-0.2,0.0,-0.2,-0.143,,-8.9,-3.2,-12.1,-0.2
1440,Mike Gminski,gminsmi01,Career,,,NBA,,938,24058,16.3,.528,.005,.332,9.7,20.8,15.2,7.2,1.0,2.4,11.7,20.0,,29.0,26.9,55.9,.111,,-0.9,0.3,-0.6,8.7
1441,Rudy Gobert,goberru01,Career,,,NBA,,320,8934,20.7,.639,.002,.729,12.9,28.1,20.6,6.6,1.2,6.4,16.7,15.4,,19.9,18.1,38.0,.204,,0.0,4.6,4.6,14.8
1442,Dan Godfread,godfrda01,Career,,,NBA,,11,22,18.5,.472,.083,.333,0.0,11.3,5.3,0.0,2.4,11.5,0.0,26.9,,0.0,0.0,0.1,.129,,-4.9,-0.5,-5.4,0.0
1445,Anthony Goldwire,goldwan01,Career,,,NBA,,266,4951,12.7,.523,.374,.267,1.7,6.9,4.3,24.6,1.8,0.1,14.2,17.1,,6.0,0.5,6.4,.062,,0.0,-3.3,-3.3,-1.6
1446,Ryan Gomes,gomesry01,Career,,,NBA,,487,13463,12.5,.525,.225,.239,5.3,14.3,9.7,8.6,1.4,0.4,10.5,17.5,,11.5,7.9,19.4,.069,,-0.6,-0.7,-1.3,2.3
